,city,state,house_size,bed,bath,price,price_range,city_encoded
3157,Miami,Florida,1572.0,2.0,3.0,549000.0,0-2M,1
3158,Miami,Florida,2257.0,4.0,3.0,595000.0,0-2M,1
3159,Miami,Florida,810.0,2.0,1.0,269000.0,0-2M,1
3160,Miami,Florida,2267.0,4.0,2.0,310000.0,0-2M,1
3161,Miami,Florida,880.0,2.0,1.0,160000.0,0-2M,1
3162,Miami,Florida,1242.0,2.0,2.0,219000.0,0-2M,1
3163,Miami,Florida,725.0,1.0,2.0,179817.0,0-2M,1
3164,Miami,Florida,1240.0,2.0,2.0,195000.0,0-2M,1
3165,Miami,Florida,954.0,2.0,2.0,219900.0,0-2M,1
3166,Miami,Florida,1170.0,2.0,2.0,250000.0,0-2M,1
3167,Miami,Florida,3598.0,5.0,5.0,899000.0,0-2M,1
3168,Miami,Florida,2566.0,4.0,3.0,1175000.0,0-2M,1
3169,Miami,Florida,6713.0,6.0,8.0,2500000.0,2M-5M,1
3170,Miami,Florida,1440.0,3.0,2.0,489000.0,0-2M,1
3171,Miami,Florida,1163.0,2.0,2.0,330000.0,0-2M,1
3172,Miami,Florida,2398.0,4.0,3.0,800000.0,0-2M,1
3173,Miami,Florida,1558.0,3.0,3.0,379000.0,0-2M,1
3174,Miami,Florida,1551.0,3.0,2.0,445000.0,0-2M,1
3175,Miami,Florida,1250.0,4.0,2.0,775000.0,0-2M,1
3176,Miami,Florida,1576.0,3.0,2.0,449000.0,0-2M,1
3177,Miami,Florida,1633.0,3.0,2.0,530000.0,0-2M,1
3178,Miami,Florida,4790.0,6.0,7.0,2699900.0,2M-5M,1
3179,Miami,Florida,1090.0,2.0,2.0,233900.0,0-2M,1
3180,Miami,Florida,693.0,1.0,1.0,189900.0,0-2M,1
3181,Miami,Florida,1565.0,4.0,3.0,975000.0,0-2M,1
3182,Miami,Florida,1850.0,4.0,3.0,589900.0,0-2M,1
3183,Miami,Florida,1359.0,3.0,2.0,595000.0,0-2M,1
3184,Miami,Florida,1546.0,3.0,1.0,360000.0,0-2M,1
3185,Miami,Florida,2059.0,3.0,2.0,699990.0,0-2M,1
3186,Miami,Florida,672.0,2.0,1.0,299000.0,0-2M,1
3187,Miami,Florida,1878.0,3.0,2.0,549900.0,0-2M,1
3188,Miami,Florida,1380.0,3.0,2.0,445000.0,0-2M,1
3189,Miami,Florida,2388.0,4.0,4.0,529000.0,0-2M,1
3190,Miami,Florida,1289.0,4.0,3.0,535000.0,0-2M,1
3191,Miami,Florida,2077.0,3.0,2.0,719000.0,0-2M,1
3192,Miami,Florida,650.0,1.0,1.0,185000.0,0-2M,1
3193,Miami,Florida,1000.0,2.0,1.0,1200000.0,0-2M,1
3194,Miami,Florida,1178.0,2.0,2.0,307500.0,0-2M,1
3195,Miami,Florida,1720.0,3.0,2.0,449000.0,0-2M,1
3196,Miami,Florida,1075.0,2.0,1.0,260000.0,0-2M,1
3197,Miami,Florida,3136.0,6.0,4.0,675000.0,0-2M,1
3198,Miami,Florida,720.0,2.0,1.0,699900.0,0-2M,1
3199,Miami,Florida,1452.0,3.0,3.0,405000.0,0-2M,1
3200,Miami,Florida,2795.0,4.0,3.0,950000.0,0-2M,1
3201,Miami,Florida,1100.0,2.0,2.0,355000.0,0-2M,1
3202,Miami,Florida,3032.0,8.0,4.0,749999.0,0-2M,1
3203,Miami,Florida,3339.0,4.0,3.0,1250000.0,0-2M,1
3204,Miami,Florida,1186.0,3.0,1.0,375000.0,0-2M,1
3205,Miami,Florida,1668.0,4.0,2.0,525000.0,0-2M,1
3206,Miami,Florida,2025.0,5.0,3.0,999999.0,0-2M,1
3207,Miami,Florida,1467.0,2.0,2.0,495000.0,0-2M,1
3208,Miami,Florida,3704.0,6.0,4.0,1100000.0,0-2M,1
3209,Miami,Florida,1075.0,2.0,2.0,250000.0,0-2M,1
3210,Miami,Florida,870.0,2.0,2.0,229000.0,0-2M,1
3211,Miami,Florida,2511.0,4.0,4.0,795000.0,0-2M,1
3212,Miami,Florida,2625.0,3.0,3.0,1399000.0,0-2M,1
3213,Miami,Florida,6350.0,7.0,6.0,2389000.0,2M-5M,1
3214,Miami,Florida,1638.0,3.0,3.0,399900.0,0-2M,1
3215,Miami,Florida,866.0,2.0,1.0,187000.0,0-2M,1
3216,Miami,Florida,1827.0,4.0,2.0,700000.0,0-2M,1
3217,Miami,Florida,2463.0,3.0,3.0,1500000.0,0-2M,1
3218,Miami,Florida,1315.0,4.0,2.0,510000.0,0-2M,1
3219,Miami,Florida,4264.0,5.0,4.0,1400000.0,0-2M,1
3220,Miami,Florida,1661.0,2.0,3.0,505000.0,0-2M,1
3221,Miami,Florida,2260.0,5.0,3.0,935000.0,0-2M,1
3222,Miami,Florida,2879.0,4.0,3.0,1475000.0,0-2M,1
3223,Miami,Florida,2215.0,4.0,2.0,774900.0,0-2M,1
3224,Miami,Florida,1319.0,3.0,3.0,328600.0,0-2M,1
3225,Miami,Florida,2267.0,4.0,3.0,595000.0,0-2M,1
3226,Miami,Florida,1450.0,3.0,2.0,399000.0,0-2M,1
3227,Miami,Florida,1804.0,4.0,2.0,480000.0,0-2M,1
3228,Miami,Florida,2629.0,3.0,4.0,665000.0,0-2M,1
3229,Miami,Florida,809.0,2.0,1.0,300000.0,0-2M,1
3230,Miami,Florida,1703.0,3.0,1.0,449999.0,0-2M,1
3231,Miami,Florida,1245.0,3.0,2.0,450000.0,0-2M,1
3232,Miami,Florida,920.0,3.0,2.0,435000.0,0-2M,1
3233,Miami,Florida,2459.0,3.0,3.0,827000.0,0-2M,1
3234,Miami,Florida,1959.0,4.0,3.0,459000.0,0-2M,1
3235,Miami,Florida,1290.0,3.0,2.0,380000.0,0-2M,1
3236,Miami,Florida,1828.0,4.0,2.0,675000.0,0-2M,1
3237,Miami,Florida,3133.0,4.0,3.0,1200000.0,0-2M,1
3238,Miami,Florida,2464.0,5.0,3.0,565000.0,0-2M,1
3239,Miami,Florida,1430.0,3.0,2.0,199000.0,0-2M,1
3240,Miami,Florida,2448.0,4.0,4.0,1200000.0,0-2M,1
3241,Miami,Florida,1087.0,2.0,2.0,275000.0,0-2M,1
3242,Miami,Florida,1075.0,2.0,2.0,250000.0,0-2M,1
3243,Miami,Florida,2145.0,4.0,3.0,510000.0,0-2M,1
3244,Miami,Florida,1282.0,2.0,3.0,399000.0,0-2M,1
3245,Miami,Florida,5416.0,8.0,6.0,2165000.0,2M-5M,1
3246,Miami,Florida,1592.0,3.0,3.0,355000.0,0-2M,1
3247,Miami,Florida,1574.0,3.0,2.0,456000.0,0-2M,1
3248,Miami,Florida,2435.0,5.0,3.0,550000.0,0-2M,1
3249,Miami,Florida,1343.0,4.0,3.0,470000.0,0-2M,1
3250,Miami,Florida,1556.0,3.0,2.0,480000.0,0-2M,1
3251,Miami,Florida,1543.0,3.0,2.0,425000.0,0-2M,1
3252,Miami,Florida,1520.0,3.0,2.0,599000.0,0-2M,1
3253,Miami,Florida,1075.0,2.0,2.0,235000.0,0-2M,1
3254,Miami,Florida,1144.0,3.0,1.0,380000.0,0-2M,1
3255,Miami,Florida,1240.0,2.0,2.0,210000.0,0-2M,1
3256,Miami,Florida,2200.0,4.0,4.0,805000.0,0-2M,1
3257,Miami,Florida,2190.0,3.0,2.0,580000.0,0-2M,1
3258,Miami,Florida,1632.0,3.0,3.0,585000.0,0-2M,1
3259,Miami,Florida,1927.0,3.0,2.0,610000.0,0-2M,1
3260,Miami,Florida,2172.0,5.0,3.0,850000.0,0-2M,1
3261,Miami,Florida,2029.0,4.0,2.0,549900.0,0-2M,1
3262,Miami,Florida,1348.0,3.0,1.0,445000.0,0-2M,1
3263,Miami,Florida,1786.0,3.0,2.0,695000.0,0-2M,1
3264,Miami,Florida,1480.0,3.0,2.0,450000.0,0-2M,1
3265,Miami,Florida,850.0,2.0,2.0,199000.0,0-2M,1
3266,Miami,Florida,5126.0,4.0,5.0,2500000.0,2M-5M,1
3267,Miami,Florida,750.0,2.0,2.0,215000.0,0-2M,1
3268,Miami,Florida,1668.0,3.0,3.0,289900.0,0-2M,1
3269,Miami,Florida,1731.0,3.0,2.0,750000.0,0-2M,1
3270,Miami,Florida,2537.0,5.0,4.0,685000.0,0-2M,1
3271,Miami,Florida,2752.0,6.0,4.0,799900.0,0-2M,1
3272,Miami,Florida,1890.0,3.0,2.0,462500.0,0-2M,1
3273,Miami,Florida,1791.0,3.0,3.0,635000.0,0-2M,1
3274,Miami,Florida,1452.0,4.0,2.0,500000.0,0-2M,1
3275,Miami,Florida,1238.0,3.0,2.0,470000.0,0-2M,1
3276,Miami,Florida,3010.0,4.0,3.0,1395000.0,0-2M,1
3277,Miami,Florida,2127.0,4.0,2.0,660000.0,0-2M,1
3278,Miami,Florida,1730.0,4.0,3.0,670000.0,0-2M,1
3279,Miami,Florida,800.0,2.0,2.0,125000.0,0-2M,1
3280,Miami,Florida,1200.0,3.0,2.0,300000.0,0-2M,1
3281,Miami,Florida,1190.0,3.0,3.0,265000.0,0-2M,1
3282,Miami,Florida,2223.0,4.0,4.0,699000.0,0-2M,1
3283,Miami,Florida,1864.0,4.0,2.0,680000.0,0-2M,1
3284,Miami,Florida,1418.0,4.0,2.0,444000.0,0-2M,1
3285,Miami,Florida,1763.0,4.0,3.0,445000.0,0-2M,1
3286,Miami,Florida,3053.0,5.0,3.0,850000.0,0-2M,1
3287,Miami,Florida,1997.0,4.0,2.0,700000.0,0-2M,1
3288,Miami,Florida,4116.0,4.0,4.0,2775000.0,2M-5M,1
3289,Miami,Florida,1272.0,3.0,2.0,449900.0,0-2M,1
3290,Miami,Florida,1130.0,3.0,2.0,325000.0,0-2M,1
3291,Miami,Florida,2496.0,4.0,3.0,675000.0,0-2M,1
3292,Miami,Florida,1015.0,3.0,1.0,390000.0,0-2M,1
3293,Miami,Florida,1532.0,3.0,2.0,525000.0,0-2M,1
3294,Miami,Florida,936.0,2.0,2.0,272000.0,0-2M,1
3295,Miami,Florida,1641.0,3.0,2.0,429000.0,0-2M,1
3296,Miami,Florida,2496.0,4.0,3.0,749000.0,0-2M,1
3297,Miami,Florida,1929.0,3.0,3.0,440000.0,0-2M,1
3298,Miami,Florida,1220.0,3.0,3.0,499900.0,0-2M,1
3299,Miami,Florida,2664.0,5.0,4.0,1599000.0,0-2M,1
3300,Miami,Florida,4752.0,4.0,5.0,2899000.0,2M-5M,1
3301,Miami,Florida,1777.0,4.0,3.0,639000.0,0-2M,1
3302,Miami,Florida,1890.0,3.0,2.0,465000.0,0-2M,1
3303,Miami,Florida,1530.0,3.0,3.0,530000.0,0-2M,1
3304,Miami,Florida,1730.0,3.0,2.0,569900.0,0-2M,1
3305,Miami,Florida,730.0,2.0,1.0,179000.0,0-2M,1
3306,Miami,Florida,5409.0,3.0,3.0,1300000.0,0-2M,1
3307,Miami,Florida,3499.0,5.0,5.0,1290000.0,0-2M,1
3308,Miami,Florida,1490.0,3.0,3.0,220000.0,0-2M,1
3309,Miami,Florida,1472.0,3.0,3.0,340000.0,0-2M,1
3310,Miami,Florida,994.0,3.0,1.0,380000.0,0-2M,1
3311,Miami,Florida,1777.0,3.0,2.0,480000.0,0-2M,1
3312,Miami,Florida,677.0,1.0,1.0,215000.0,0-2M,1
3313,Miami,Florida,1230.0,2.0,2.0,305900.0,0-2M,1
3314,Miami,Florida,1465.0,3.0,2.0,589900.0,0-2M,1
3315,Miami,Florida,1506.0,3.0,3.0,445000.0,0-2M,1
3316,Miami,Florida,1291.0,3.0,1.0,390000.0,0-2M,1
3317,Miami,Florida,2593.0,3.0,4.0,949000.0,0-2M,1
3318,Miami,Florida,1795.0,3.0,3.0,510000.0,0-2M,1
3319,Miami,Florida,2995.0,6.0,4.0,750000.0,0-2M,1
3320,Miami,Florida,3626.0,5.0,5.0,3600000.0,2M-5M,1
3321,Miami,Florida,1170.0,3.0,2.0,209900.0,0-2M,1
3322,Miami,Florida,930.0,2.0,2.0,239000.0,0-2M,1
3323,Miami,Florida,1190.0,3.0,2.0,305000.0,0-2M,1
3324,Miami,Florida,2634.0,4.0,3.0,859900.0,0-2M,1
3325,Miami,Florida,890.0,2.0,1.0,214000.0,0-2M,1
3326,Miami,Florida,1564.0,3.0,3.0,469900.0,0-2M,1
3327,Miami,Florida,1594.0,3.0,3.0,360000.0,0-2M,1
3328,Miami,Florida,1192.0,2.0,2.0,410000.0,0-2M,1
3329,Miami,Florida,1964.0,4.0,3.0,530000.0,0-2M,1
3330,Miami,Florida,2590.0,4.0,4.0,750000.0,0-2M,1
3331,Miami,Florida,1632.0,3.0,3.0,495000.0,0-2M,1
3332,Miami,Florida,1400.0,3.0,2.0,490000.0,0-2M,1
3333,Miami,Florida,2683.0,5.0,3.0,3100000.0,2M-5M,1
3334,Miami,Florida,1748.0,3.0,3.0,699000.0,0-2M,1
3335,Miami,Florida,1486.0,4.0,2.0,475000.0,0-2M,1
3336,Miami,Florida,759.0,1.0,1.0,280000.0,0-2M,1
3337,Miami,Florida,2192.0,5.0,3.0,1199000.0,0-2M,1
3338,Miami,Florida,4009.0,5.0,4.0,2125000.0,2M-5M,1
3339,Miami,Florida,3106.0,4.0,4.0,1850000.0,0-2M,1
3340,Miami,Florida,2201.0,4.0,4.0,445000.0,0-2M,1
3341,Miami,Florida,1075.0,2.0,2.0,280000.0,0-2M,1
3342,Miami,Florida,1906.0,4.0,2.0,449900.0,0-2M,1
3343,Miami,Florida,1220.0,3.0,2.0,385000.0,0-2M,1
3344,Miami,Florida,1670.0,3.0,3.0,410000.0,0-2M,1
3345,Miami,Florida,758.0,1.0,1.0,209000.0,0-2M,1
3346,Miami,Florida,1616.0,4.0,2.0,925000.0,0-2M,1
3347,Miami,Florida,1511.0,3.0,2.0,499900.0,0-2M,1
3348,Miami,Florida,1949.0,4.0,2.0,869000.0,0-2M,1
3349,Miami,Florida,1503.0,3.0,2.0,509900.0,0-2M,1
3350,Miami,Florida,2118.0,4.0,2.0,899000.0,0-2M,1
3351,Miami,Florida,1725.0,3.0,2.0,625000.0,0-2M,1
3352,Miami,Florida,2079.0,3.0,2.0,699000.0,0-2M,1
3353,Miami,Florida,3106.0,4.0,3.0,850000.0,0-2M,1
3354,Miami,Florida,3803.0,5.0,5.0,849999.0,0-2M,1
3355,Miami,Florida,1440.0,3.0,2.0,687900.0,0-2M,1
3356,Miami,Florida,1350.0,2.0,2.0,430000.0,0-2M,1
3357,Miami,Florida,4844.0,7.0,7.0,3200000.0,2M-5M,1
3358,Miami,Florida,1384.0,3.0,2.0,389000.0,0-2M,1
3359,Miami,Florida,1467.0,4.0,1.0,340000.0,0-2M,1
3360,Miami,Florida,870.0,2.0,2.0,284900.0,0-2M,1
3361,Miami,Florida,1910.0,3.0,2.0,475000.0,0-2M,1
3362,Miami,Florida,1554.0,4.0,2.0,335000.0,0-2M,1
3363,Miami,Florida,743.0,1.0,1.0,195000.0,0-2M,1
3364,Miami,Florida,1967.0,4.0,2.0,599000.0,0-2M,1
3365,Miami,Florida,1344.0,4.0,2.0,420000.0,0-2M,1
3366,Miami,Florida,1178.0,4.0,2.0,460000.0,0-2M,1
3367,Miami,Florida,1578.0,2.0,2.0,449900.0,0-2M,1
3368,Miami,Florida,1325.0,3.0,2.0,485000.0,0-2M,1
3369,Miami,Florida,1419.0,4.0,3.0,440000.0,0-2M,1
3370,Miami,Florida,2799.0,5.0,5.0,1425000.0,0-2M,1
3371,Miami,Florida,1200.0,2.0,2.0,280000.0,0-2M,1
3372,Miami,Florida,670.0,1.0,1.0,217500.0,0-2M,1
3373,Miami,Florida,2278.0,3.0,2.0,890000.0,0-2M,1
3374,Miami,Florida,2600.0,3.0,4.0,529000.0,0-2M,1
3375,Miami,Florida,1536.0,3.0,2.0,520000.0,0-2M,1
3376,Miami,Florida,2056.0,3.0,3.0,650000.0,0-2M,1
3377,Miami,Florida,1501.0,4.0,2.0,465000.0,0-2M,1
3378,Miami,Florida,3274.0,4.0,3.0,1325000.0,0-2M,1
3379,Miami,Florida,1140.0,2.0,2.0,399000.0,0-2M,1
3380,Miami,Florida,2206.0,3.0,2.0,900000.0,0-2M,1
3381,Miami,Florida,1584.0,3.0,2.0,490000.0,0-2M,1
3382,Miami,Florida,1939.0,4.0,3.0,583000.0,0-2M,1
3383,Miami,Florida,1700.0,4.0,2.0,560000.0,0-2M,1
3384,Miami,Florida,1524.0,2.0,2.0,489900.0,0-2M,1
3385,Miami,Florida,1590.0,3.0,2.0,485990.0,0-2M,1
3386,Miami,Florida,1693.0,3.0,2.0,600000.0,0-2M,1
3387,Miami,Florida,790.0,1.0,1.0,264900.0,0-2M,1
3388,Miami,Florida,1184.0,5.0,3.0,462990.0,0-2M,1
3389,Miami,Florida,1184.0,5.0,3.0,462990.0,0-2M,1
3390,Miami,Florida,1921.0,4.0,2.0,190000.0,0-2M,1
3391,Miami,Florida,1611.0,3.0,2.0,398000.0,0-2M,1
3392,Miami,Florida,1680.0,3.0,3.0,680000.0,0-2M,1
3393,Miami,Florida,1340.0,2.0,2.0,315000.0,0-2M,1
3394,Miami,Florida,1220.0,3.0,2.0,699000.0,0-2M,1
3395,Miami,Florida,1695.0,4.0,3.0,520000.0,0-2M,1
3396,Miami,Florida,1056.0,2.0,2.0,280000.0,0-2M,1
3397,Miami,Florida,1152.0,2.0,3.0,389000.0,0-2M,1
3398,Miami,Florida,1352.0,3.0,2.0,422000.0,0-2M,1
3399,Miami,Florida,1202.0,3.0,2.0,299900.0,0-2M,1
3400,Miami,Florida,2551.0,4.0,3.0,1200000.0,0-2M,1
3401,Miami,Florida,2587.0,4.0,3.0,675000.0,0-2M,1
3402,Miami,Florida,1169.0,3.0,2.0,460000.0,0-2M,1
3403,Miami,Florida,1300.0,4.0,2.0,549000.0,0-2M,1
3404,Miami,Florida,3883.0,5.0,5.0,1299000.0,0-2M,1
3405,Miami,Florida,2254.0,5.0,3.0,649900.0,0-2M,1
3406,Miami,Florida,1550.0,4.0,3.0,515000.0,0-2M,1
3407,Miami,Florida,1524.0,3.0,2.0,575000.0,0-2M,1
3408,Miami,Florida,5185.0,6.0,6.0,5350000.0,5M-10M,1
3409,Miami,Florida,1960.0,3.0,3.0,630000.0,0-2M,1
3410,Miami,Florida,1093.0,2.0,2.0,238000.0,0-2M,1
3411,Miami,Florida,1440.0,3.0,3.0,351900.0,0-2M,1
3412,Miami,Florida,1562.0,4.0,3.0,450000.0,0-2M,1
3413,Miami,Florida,3404.0,4.0,4.0,840000.0,0-2M,1
3414,Miami,Florida,849.0,3.0,1.0,299000.0,0-2M,1
3415,Miami,Florida,1580.0,3.0,2.0,384900.0,0-2M,1
3416,Miami,Florida,2275.0,4.0,2.0,710000.0,0-2M,1
3417,Miami,Florida,2063.0,3.0,2.0,440000.0,0-2M,1
3418,Miami,Florida,1893.0,3.0,3.0,545000.0,0-2M,1
3419,Miami,Florida,2340.0,4.0,3.0,1199777.0,0-2M,1
3420,Miami,Florida,2517.0,4.0,3.0,1300000.0,0-2M,1
3421,Miami,Florida,1184.0,5.0,3.0,462990.0,0-2M,1
3422,Miami,Florida,1184.0,5.0,3.0,462990.0,0-2M,1
3423,Miami,Florida,1184.0,5.0,3.0,462990.0,0-2M,1
3424,Miami,Florida,1184.0,5.0,3.0,462990.0,0-2M,1
3425,Miami,Florida,1184.0,5.0,3.0,462990.0,0-2M,1
3426,Miami,Florida,1184.0,5.0,3.0,462990.0,0-2M,1
3427,Miami,Florida,1690.0,3.0,2.0,225000.0,0-2M,1
3428,Miami,Florida,1430.0,3.0,2.0,205000.0,0-2M,1
3429,Miami,Florida,1430.0,3.0,2.0,205000.0,0-2M,1
3430,Miami,Florida,1430.0,3.0,2.0,215000.0,0-2M,1
3431,Miami,Florida,2652.0,4.0,4.0,525000.0,0-2M,1
3432,Miami,Florida,8732.0,7.0,10.0,15995000.0,10M-50M,1
3433,Miami,Florida,1506.0,3.0,3.0,439900.0,0-2M,1
3434,Miami,Florida,2046.0,4.0,3.0,789900.0,0-2M,1
3435,Miami,Florida,954.0,2.0,2.0,224900.0,0-2M,1
3436,Miami,Florida,1852.0,3.0,3.0,619500.0,0-2M,1
3437,Miami,Florida,1580.0,3.0,2.0,341543.0,0-2M,1
3438,Miami,Florida,1708.0,3.0,2.0,475000.0,0-2M,1
3439,Miami,Florida,694.0,1.0,1.0,249000.0,0-2M,1
3440,Miami,Florida,1978.0,3.0,2.0,515000.0,0-2M,1
3441,Miami,Florida,1500.0,4.0,2.0,2600000.0,2M-5M,1
3442,Miami,Florida,1514.0,3.0,2.0,450000.0,0-2M,1
3443,Miami,Florida,1668.0,3.0,2.0,500000.0,0-2M,1
3444,Miami,Florida,1326.0,3.0,2.0,395000.0,0-2M,1
3445,Miami,Florida,1112.0,2.0,2.0,198900.0,0-2M,1
3446,Miami,Florida,3089.0,5.0,4.0,2359000.0,2M-5M,1
3447,Miami,Florida,2126.0,3.0,2.0,475000.0,0-2M,1
3448,Miami,Florida,878.0,2.0,1.0,220000.0,0-2M,1
3449,Miami,Florida,1800.0,4.0,3.0,540000.0,0-2M,1
3450,Miami,Florida,968.0,4.0,2.0,410000.0,0-2M,1
3451,Miami,Florida,1548.0,3.0,2.0,775000.0,0-2M,1
3452,Miami,Florida,2032.0,4.0,3.0,524000.0,0-2M,1
3453,Miami,Florida,1250.0,2.0,3.0,385000.0,0-2M,1
3454,Miami,Florida,5461.0,5.0,6.0,3490000.0,2M-5M,1
3455,Miami,Florida,1905.0,4.0,2.0,695000.0,0-2M,1
3456,Miami,Florida,2217.0,3.0,3.0,1395000.0,0-2M,1
3457,Miami,Florida,1202.0,3.0,2.0,499900.0,0-2M,1
3458,Miami,Florida,1323.0,3.0,2.0,429900.0,0-2M,1
3459,Miami,Florida,809.0,2.0,2.0,199000.0,0-2M,1
3460,Miami,Florida,1190.0,3.0,2.0,270000.0,0-2M,1
3461,Miami,Florida,1075.0,2.0,2.0,280000.0,0-2M,1
3462,Miami,Florida,1319.0,3.0,3.0,350000.0,0-2M,1
3463,Miami,Florida,754.0,1.0,1.0,230000.0,0-2M,1
3464,Miami,Florida,1908.0,3.0,2.0,450000.0,0-2M,1
3465,Miami,Florida,1200.0,4.0,2.0,450000.0,0-2M,1
3466,Miami,Florida,2107.0,4.0,3.0,595000.0,0-2M,1
3467,Miami,Florida,2265.0,4.0,3.0,625000.0,0-2M,1
3468,Miami,Florida,1599.0,4.0,2.0,470000.0,0-2M,1
3469,Miami,Florida,2587.0,4.0,3.0,725000.0,0-2M,1
3470,Miami,Florida,2319.0,5.0,3.0,685000.0,0-2M,1
3471,Miami,Florida,1988.0,3.0,1.0,479900.0,0-2M,1
3472,Miami,Florida,2046.0,3.0,3.0,1399000.0,0-2M,1
3473,Miami,Florida,1163.0,2.0,2.0,360000.0,0-2M,1
3474,Miami,Florida,1704.0,3.0,2.0,899000.0,0-2M,1
3475,Miami,Florida,1075.0,2.0,2.0,285000.0,0-2M,1
3476,Miami,Florida,2040.0,3.0,2.0,950000.0,0-2M,1
3477,Miami,Florida,2185.0,4.0,3.0,499900.0,0-2M,1
3478,Miami,Florida,1643.0,3.0,2.0,750000.0,0-2M,1
3479,Miami,Florida,2317.0,4.0,4.0,799900.0,0-2M,1
3480,Miami,Florida,1505.0,3.0,2.0,469900.0,0-2M,1
3481,Miami,Florida,1196.0,4.0,3.0,499900.0,0-2M,1
3482,Miami,Florida,1175.0,3.0,1.0,449000.0,0-2M,1
3483,Miami,Florida,3986.0,4.0,4.0,3749000.0,2M-5M,1
3484,Miami,Florida,900.0,3.0,1.0,370000.0,0-2M,1
3485,Miami,Florida,890.0,2.0,1.0,208000.0,0-2M,1
3486,Miami,Florida,1112.0,3.0,2.0,360000.0,0-2M,1
3487,Miami,Florida,1064.0,2.0,2.0,280000.0,0-2M,1
3488,Miami,Florida,2537.0,4.0,4.0,685000.0,0-2M,1
3489,Miami,Florida,1972.0,4.0,3.0,980000.0,0-2M,1
3490,Miami,Florida,1504.0,4.0,2.0,385000.0,0-2M,1
3491,Miami,Florida,555.0,1.0,1.0,195000.0,0-2M,1
3492,Miami,Florida,1075.0,2.0,2.0,265000.0,0-2M,1
3493,Miami,Florida,2432.0,3.0,3.0,1199000.0,0-2M,1
3494,Miami,Florida,1850.0,4.0,3.0,690000.0,0-2M,1
3495,Miami,Florida,1668.0,3.0,2.0,520000.0,0-2M,1
3496,Miami,Florida,3480.0,5.0,4.0,3200000.0,2M-5M,1
3497,Miami,Florida,3090.0,4.0,4.0,700000.0,0-2M,1
3498,Miami,Florida,1133.0,3.0,2.0,1350000.0,0-2M,1
3499,Miami,Florida,1334.0,2.0,2.0,575000.0,0-2M,1
3500,Miami,Florida,1690.0,3.0,2.0,205000.0,0-2M,1
3501,Miami,Florida,1093.0,2.0,2.0,204200.0,0-2M,1
3502,Miami,Florida,1075.0,2.0,2.0,279000.0,0-2M,1
3503,Miami,Florida,870.0,2.0,2.0,249000.0,0-2M,1
3504,Miami,Florida,870.0,2.0,2.0,249000.0,0-2M,1
3505,Miami,Florida,1518.0,3.0,3.0,257000.0,0-2M,1
3506,Miami,Florida,1862.0,4.0,2.0,549000.0,0-2M,1
3507,Miami,Florida,2689.0,4.0,3.0,549900.0,0-2M,1
3508,Miami,Florida,2973.0,5.0,3.0,1449000.0,0-2M,1
3509,Miami,Florida,2186.0,3.0,3.0,570000.0,0-2M,1
3510,Miami,Florida,1220.0,3.0,2.0,393000.0,0-2M,1
3511,Miami,Florida,1947.0,3.0,3.0,699900.0,0-2M,1
3512,Miami,Florida,1734.0,3.0,2.0,499900.0,0-2M,1
3513,Miami,Florida,2178.0,5.0,2.0,550000.0,0-2M,1
3514,Miami,Florida,1448.0,4.0,2.0,499900.0,0-2M,1
3515,Miami,Florida,1483.0,3.0,2.0,420000.0,0-2M,1
3516,Miami,Florida,1157.0,2.0,2.0,324900.0,0-2M,1
3517,Miami,Florida,1527.0,3.0,2.0,799000.0,0-2M,1
3518,Miami,Florida,1529.0,3.0,2.0,525000.0,0-2M,1
3519,Miami,Florida,2026.0,3.0,2.0,1350000.0,0-2M,1
3520,Miami,Florida,2048.0,4.0,2.0,899900.0,0-2M,1
3521,Miami,Florida,1484.0,3.0,2.0,320000.0,0-2M,1
3522,Miami,Florida,1010.0,2.0,2.0,208000.0,0-2M,1
3523,Miami,Florida,1033.0,2.0,2.0,300000.0,0-2M,1
3524,Miami,Florida,3983.0,4.0,4.0,2195000.0,2M-5M,1
3525,Miami,Florida,1273.0,3.0,2.0,499000.0,0-2M,1
3526,Miami,Florida,1291.0,4.0,3.0,514900.0,0-2M,1
3527,Miami,Florida,1848.0,3.0,2.0,520000.0,0-2M,1
3528,Miami,Florida,1669.0,3.0,2.0,499999.0,0-2M,1
3529,Miami,Florida,2581.0,4.0,3.0,650000.0,0-2M,1
3530,Miami,Florida,4248.0,6.0,4.0,1400000.0,0-2M,1
3531,Miami,Florida,1225.0,3.0,2.0,389000.0,0-2M,1
3532,Miami,Florida,2629.0,5.0,4.0,829000.0,0-2M,1
3533,Miami,Florida,715.0,1.0,1.0,245900.0,0-2M,1
3534,Miami,Florida,2549.0,4.0,4.0,799000.0,0-2M,1
3535,Miami,Florida,1902.0,3.0,3.0,375000.0,0-2M,1
3536,Miami,Florida,1084.0,2.0,2.0,280000.0,0-2M,1
3537,Miami,Florida,1576.0,3.0,1.0,409000.0,0-2M,1
3538,Miami,Florida,840.0,4.0,2.0,379900.0,0-2M,1
3539,Miami,Florida,840.0,1.0,2.0,207000.0,0-2M,1
3540,Miami,Florida,2981.0,3.0,2.0,950000.0,0-2M,1
3541,Miami,Florida,1425.0,3.0,3.0,450000.0,0-2M,1
3542,Miami,Florida,1282.0,2.0,3.0,450000.0,0-2M,1
3543,Miami,Florida,1212.0,3.0,2.0,455000.0,0-2M,1
