,Province,Location,Area,AreaSegment,Price/m2,BedRoom,Toilet,Price,PriceSegment
6144,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",66.0,50m² - 100m²,118180000.0,3.0,3.0,7800000000.0,5 tỷ - 10 tỷ
6145,Hà Nội,"Đống Đa, Hà Nội",35.0,30m² - 50m²,197140000.0,3.0,4.0,6900000000.0,5 tỷ - 10 tỷ
6146,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",72.0,50m² - 100m²,87500000.0,5.0,5.0,6300000000.0,5 tỷ - 10 tỷ
6147,Hà Nội,"Hà Đông, Hà Nội",230.0,150m² - 250m²,173910000.0,6.0,6.0,40000000000.0,20 tỷ - 40 tỷ
6148,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",36.0,30m² - 50m²,86110000.0,3.0,2.0,3100000000.0,1 tỷ - 5 tỷ
6149,Hà Nội,"Hà Đông, Hà Nội",180.0,150m² - 250m²,177780000.0,5.0,5.0,32000000000.0,20 tỷ - 40 tỷ
6150,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",44.0,30m² - 50m²,97730000.0,2.0,2.0,4300000000.0,1 tỷ - 5 tỷ
6151,Hà Nội,"Thanh Trì, Hà Nội",78.0,50m² - 100m²,115380000.0,6.0,7.0,9000000000.0,5 tỷ - 10 tỷ
6152,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",77.2,50m² - 100m²,64640000.0,3.0,2.0,4990000000.0,1 tỷ - 5 tỷ
6153,Hồ Chí Minh,"Bình Chánh, Hồ Chí Minh",100.0,50m² - 100m²,155000000.0,5.0,5.0,15500000000.0,10 tỷ - 20 tỷ
6154,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",77.5,50m² - 100m²,49940000.0,4.0,7.0,3870000000.0,1 tỷ - 5 tỷ
6155,Hà Nội,"Nam Từ Liêm, Hà Nội",53.0,50m² - 100m²,420760000.0,7.0,5.0,22300000000.0,20 tỷ - 40 tỷ
6156,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",60.0,50m² - 100m²,144170000.0,3.0,2.0,8650000000.0,5 tỷ - 10 tỷ
6157,Hà Nội,"Bắc Từ Liêm, Hà Nội",127.0,100m² - 150m²,181100000.0,35.0,35.0,23000000000.0,20 tỷ - 40 tỷ
6158,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",92.0,50m² - 100m²,81520000.0,3.0,3.0,7500000000.0,5 tỷ - 10 tỷ
6159,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",90.0,50m² - 100m²,127780000.0,12.0,12.0,11500000000.0,10 tỷ - 20 tỷ
6160,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",52.0,50m² - 100m²,73080000.0,2.0,2.0,3800000000.0,1 tỷ - 5 tỷ
6161,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",119.0,100m² - 150m²,100000000.0,5.0,4.0,11900000000.0,10 tỷ - 20 tỷ
6162,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",588.0,Trên 500m²,204080000.0,100.0,100.0,120000000000.0,100 tỷ - 1000 tỷ
6163,Hà Nội,"Hai Bà Trưng, Hà Nội",41.0,30m² - 50m²,143900000.0,3.0,4.0,5900000000.0,5 tỷ - 10 tỷ
6164,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",68.0,50m² - 100m²,100000000.0,5.0,6.0,6800000000.0,5 tỷ - 10 tỷ
6165,Hà Nội,"Hoàng Mai, Hà Nội",33.0,30m² - 50m²,166670000.0,3.0,4.0,5500000000.0,5 tỷ - 10 tỷ
6166,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",110.0,100m² - 150m²,90910000.0,3.0,3.0,10000000000.0,5 tỷ - 10 tỷ
6167,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",68.0,50m² - 100m²,41180000.0,3.0,3.0,2800000000.0,1 tỷ - 5 tỷ
6168,Hồ Chí Minh,"Quận 10, Hồ Chí Minh",82.6,50m² - 100m²,284500000.0,6.0,6.0,23500000000.0,20 tỷ - 40 tỷ
6169,Hà Nội,"Ba Đình, Hà Nội",300.0,250m² - 350m²,316670000.0,50.0,50.0,95000000000.0,60 tỷ - 100 tỷ
6170,Hà Nội,"Long Biên, Hà Nội",34.0,30m² - 50m²,126470000.0,3.0,4.0,4300000000.0,1 tỷ - 5 tỷ
6171,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",20.0,Dưới 30m²,100000000.0,2.0,2.0,2000000000.0,1 tỷ - 5 tỷ
6172,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",110.0,100m² - 150m²,45460000.0,2.0,2.0,5000000000.0,1 tỷ - 5 tỷ
6173,Hồ Chí Minh,"Hóc Môn, Hồ Chí Minh",100.0,50m² - 100m²,98000000.0,4.0,3.0,9800000000.0,5 tỷ - 10 tỷ
6174,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",100.0,50m² - 100m²,56000000.0,3.0,4.0,5600000000.0,5 tỷ - 10 tỷ
6175,Hà Nội,"Hoàng Mai, Hà Nội",31.0,30m² - 50m²,167740000.0,3.0,3.0,5200000000.0,5 tỷ - 10 tỷ
6176,Hồ Chí Minh,"Quận 5, Hồ Chí Minh",75.0,50m² - 100m²,332000000.0,10.0,11.0,24900000000.0,20 tỷ - 40 tỷ
6177,Hà Nội,"Nam Từ Liêm, Hà Nội",55.0,50m² - 100m²,254540000.0,6.0,4.0,14000000000.0,10 tỷ - 20 tỷ
6178,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",200.0,150m² - 250m²,110000000.0,5.0,5.0,22000000000.0,20 tỷ - 40 tỷ
6179,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",119.0,100m² - 150m²,168070000.0,4.0,5.0,20000000000.0,10 tỷ - 20 tỷ
6180,Hồ Chí Minh,"Nhà Bè, Hồ Chí Minh",30.0,Dưới 30m²,46670000.0,2.0,2.0,1400000000.0,1 tỷ - 5 tỷ
6181,Hồ Chí Minh,"Nhà Bè, Hồ Chí Minh",30.0,Dưới 30m²,46670000.0,2.0,2.0,1400000000.0,1 tỷ - 5 tỷ
6182,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",80.0,50m² - 100m²,212500000.0,3.0,4.0,17000000000.0,10 tỷ - 20 tỷ
6183,Hà Nội,"Hoài Đức, Hà Nội",54.0,50m² - 100m²,87780000.0,4.0,4.0,4740000000.0,1 tỷ - 5 tỷ
6184,Hà Nội,"Long Biên, Hà Nội",96.0,50m² - 100m²,239580000.0,4.0,6.0,23000000000.0,20 tỷ - 40 tỷ
6185,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",317.0,250m² - 350m²,271290000.0,4.0,3.0,86000000000.0,60 tỷ - 100 tỷ
6186,Hà Nội,"Long Biên, Hà Nội",126.0,100m² - 150m²,150790000.0,4.0,3.0,19000000000.0,10 tỷ - 20 tỷ
6187,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",64.0,50m² - 100m²,70310000.0,3.0,2.0,4500000000.0,1 tỷ - 5 tỷ
6188,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",40.0,30m² - 50m²,127500000.0,2.0,3.0,5100000000.0,5 tỷ - 10 tỷ
6189,Hà Nội,"Tây Hồ, Hà Nội",128.0,100m² - 150m²,281250000.0,8.0,10.0,36000000000.0,20 tỷ - 40 tỷ
6190,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",103.0,100m² - 150m²,115530000.0,6.0,6.0,11900000000.0,10 tỷ - 20 tỷ
6191,Hà Nội,"Ba Đình, Hà Nội",70.0,50m² - 100m²,335710000.0,5.0,5.0,23500000000.0,20 tỷ - 40 tỷ
6192,Hà Nội,"Hà Đông, Hà Nội",34.0,30m² - 50m²,101470000.0,4.0,3.0,3450000000.0,1 tỷ - 5 tỷ
6193,Hà Nội,"Gia Lâm, Hà Nội",47.0,30m² - 50m²,76600000.0,2.0,2.0,3600000000.0,1 tỷ - 5 tỷ
6194,Hà Nội,"Cầu Giấy, Hà Nội",109.0,100m² - 150m²,200000000.0,8.0,8.0,21800000000.0,20 tỷ - 40 tỷ
6195,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",57.0,50m² - 100m²,68420000.0,3.0,2.0,3900000000.0,1 tỷ - 5 tỷ
6196,Hà Nội,"Chương Mỹ, Hà Nội",32.0,30m² - 50m²,70310000.0,4.0,3.0,2250000000.0,1 tỷ - 5 tỷ
6197,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",100.0,50m² - 100m²,139000000.0,4.0,5.0,13900000000.0,10 tỷ - 20 tỷ
6198,Hà Nội,"Hoài Đức, Hà Nội",32.0,30m² - 50m²,104690000.0,4.0,3.0,3350000000.0,1 tỷ - 5 tỷ
6199,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",80.0,50m² - 100m²,153750000.0,5.0,6.0,12300000000.0,10 tỷ - 20 tỷ
6200,Hà Nội,"Hà Đông, Hà Nội",48.0,30m² - 50m²,125000000.0,6.0,3.0,6000000000.0,5 tỷ - 10 tỷ
6201,Hà Nội,"Hai Bà Trưng, Hà Nội",41.0,30m² - 50m²,146340000.0,2.0,2.0,6000000000.0,5 tỷ - 10 tỷ
6202,Hà Nội,"Nam Từ Liêm, Hà Nội",51.0,50m² - 100m²,159800000.0,4.0,4.0,8150000000.0,5 tỷ - 10 tỷ
6203,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",40.0,30m² - 50m²,58750000.0,2.0,2.0,2350000000.0,1 tỷ - 5 tỷ
6204,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",80.0,50m² - 100m²,93750000.0,5.0,5.0,7500000000.0,5 tỷ - 10 tỷ
6205,Hà Nội,"Long Biên, Hà Nội",35.0,30m² - 50m²,141430000.0,3.0,4.0,4950000000.0,1 tỷ - 5 tỷ
6206,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",70.0,50m² - 100m²,357140000.0,7.0,5.0,25000000000.0,20 tỷ - 40 tỷ
6207,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",30.0,Dưới 30m²,53330000.0,3.0,3.0,1600000000.0,1 tỷ - 5 tỷ
6208,Hà Nội,"Cầu Giấy, Hà Nội",68.0,50m² - 100m²,382350000.0,8.0,5.0,26000000000.0,20 tỷ - 40 tỷ
6209,Hà Nội,"Bắc Từ Liêm, Hà Nội",42.1,30m² - 50m²,154390000.0,4.0,3.0,6500000000.0,5 tỷ - 10 tỷ
6210,Hà Nội,"Nam Từ Liêm, Hà Nội",125.0,100m² - 150m²,264000000.0,5.0,5.0,33000000000.0,20 tỷ - 40 tỷ
6211,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",471.0,350m² - 500m²,55200000.0,6.0,5.0,26000000000.0,20 tỷ - 40 tỷ
6212,Hà Nội,"Tây Hồ, Hà Nội",94.0,50m² - 100m²,179790000.0,5.0,5.0,16899999999.999998,10 tỷ - 20 tỷ
6213,Hồ Chí Minh,"Phú Nhuận, Hồ Chí Minh",33.0,30m² - 50m²,151210000.0,2.0,2.0,4990000000.0,1 tỷ - 5 tỷ
6214,Hà Nội,"Hà Đông, Hà Nội",50.0,30m² - 50m²,252000000.0,5.0,5.0,12600000000.0,10 tỷ - 20 tỷ
6215,Hà Nội,"Nam Từ Liêm, Hà Nội",40.0,30m² - 50m²,162500000.0,3.0,4.0,6500000000.0,5 tỷ - 10 tỷ
6216,Hà Nội,"Long Biên, Hà Nội",40.0,30m² - 50m²,297500000.0,4.0,3.0,11900000000.0,10 tỷ - 20 tỷ
6217,Hà Nội,"Đông Anh, Hà Nội",65.0,50m² - 100m²,261540000.00000003,4.0,4.0,17000000000.0,10 tỷ - 20 tỷ
6218,Hà Nội,"Hà Đông, Hà Nội",33.0,30m² - 50m²,190910000.0,3.0,4.0,6300000000.0,5 tỷ - 10 tỷ
6219,Hà Nội,"Ba Đình, Hà Nội",33.0,30m² - 50m²,196970000.0,3.0,4.0,6500000000.0,5 tỷ - 10 tỷ
6220,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",140.0,100m² - 150m²,139290000.0,2.0,2.0,19500000000.0,10 tỷ - 20 tỷ
6221,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",200.0,150m² - 250m²,165000000.0,4.0,4.0,33000000000.0,20 tỷ - 40 tỷ
6222,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",350.0,250m² - 350m²,62860000.0,5.0,4.0,22000000000.0,20 tỷ - 40 tỷ
6223,Hà Nội,"Hai Bà Trưng, Hà Nội",33.0,30m² - 50m²,166060000.0,3.0,4.0,5480000000.0,5 tỷ - 10 tỷ
6224,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",90.0,50m² - 100m²,166670000.0,3.0,3.0,15000000000.0,10 tỷ - 20 tỷ
6225,Hà Nội,"Đống Đa, Hà Nội",42.0,30m² - 50m²,170950000.0,3.0,3.0,7180000000.0,5 tỷ - 10 tỷ
6226,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",245.0,150m² - 250m²,136740000.0,2.0,2.0,33500000000.0,20 tỷ - 40 tỷ
6227,Hà Nội,"Thanh Trì, Hà Nội",78.0,50m² - 100m²,125640000.0,6.0,4.0,9800000000.0,5 tỷ - 10 tỷ
6228,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",50.0,30m² - 50m²,50000000.0,3.0,3.0,2500000000.0,1 tỷ - 5 tỷ
6229,Hồ Chí Minh,"Quận 10, Hồ Chí Minh",42.0,30m² - 50m²,297620000.0,4.0,4.0,12500000000.0,10 tỷ - 20 tỷ
6230,Hà Nội,"Hai Bà Trưng, Hà Nội",38.0,30m² - 50m²,178420000.0,3.0,4.0,6780000000.0,5 tỷ - 10 tỷ
6231,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",88.0,50m² - 100m²,55680000.0,5.0,5.0,4900000000.0,1 tỷ - 5 tỷ
6232,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",150.0,100m² - 150m²,73330000.0,16.0,16.0,11000000000.0,10 tỷ - 20 tỷ
6233,Hà Nội,"Hai Bà Trưng, Hà Nội",33.0,30m² - 50m²,165150000.0,3.0,4.0,5450000000.0,5 tỷ - 10 tỷ
6234,Hà Nội,"Long Biên, Hà Nội",92.0,50m² - 100m²,249870000.0,4.0,4.0,22990000000.0,20 tỷ - 40 tỷ
6235,Hà Nội,"Ba Đình, Hà Nội",120.0,100m² - 150m²,208330000.0,4.0,4.0,25000000000.0,20 tỷ - 40 tỷ
6236,Hà Nội,"Hoàng Mai, Hà Nội",50.0,30m² - 50m²,120000000.0,4.0,2.0,6000000000.0,5 tỷ - 10 tỷ
6237,Hà Nội,"Hai Bà Trưng, Hà Nội",42.0,30m² - 50m²,160240000.0,4.0,3.0,6730000000.0,5 tỷ - 10 tỷ
6238,Hà Nội,"Nam Từ Liêm, Hà Nội",38.0,30m² - 50m²,178950000.0,4.0,3.0,6800000000.0,5 tỷ - 10 tỷ
6239,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",100.0,50m² - 100m²,117000000.0,2.0,1.0,11700000000.0,10 tỷ - 20 tỷ
6240,Hà Nội,"Đống Đa, Hà Nội",200.0,150m² - 250m²,450000000.0,10.0,10.0,90000000000.0,60 tỷ - 100 tỷ
6241,Hà Nội,"Long Biên, Hà Nội",48.0,30m² - 50m²,212500000.0,6.0,5.0,10200000000.0,10 tỷ - 20 tỷ
6242,Hà Nội,"Ba Đình, Hà Nội",50.0,30m² - 50m²,630000000.0,5.0,5.0,31500000000.0,20 tỷ - 40 tỷ
6243,Hà Nội,"Đống Đa, Hà Nội",35.0,30m² - 50m²,184000000.0,3.0,4.0,6440000000.0,5 tỷ - 10 tỷ
6244,Hà Nội,"Hai Bà Trưng, Hà Nội",130.0,100m² - 150m²,276150000.0,5.0,5.0,35900000000.0,20 tỷ - 40 tỷ
6245,Hồ Chí Minh,"Quận 6, Hồ Chí Minh",206.0,150m² - 250m²,96120000.0,5.0,5.0,19800000000.0,10 tỷ - 20 tỷ
6246,Hà Nội,"Thanh Xuân, Hà Nội",108.0,100m² - 150m²,361110000.0,3.0,2.0,39000000000.0,20 tỷ - 40 tỷ
6247,Hà Nội,"Tây Hồ, Hà Nội",140.0,100m² - 150m²,320360000.0,4.0,4.0,44850000000.0,40 tỷ - 60 tỷ
6248,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",102.5,100m² - 150m²,183420000.0,4.0,4.0,18800000000.0,10 tỷ - 20 tỷ
6249,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",70.0,50m² - 100m²,30570000.0,3.0,3.0,2140000000.0000002,1 tỷ - 5 tỷ
6250,Hồ Chí Minh,"Quận 8, Hồ Chí Minh",100.0,50m² - 100m²,139800000.0,4.0,4.0,13980000000.0,10 tỷ - 20 tỷ
6251,Hồ Chí Minh,"Quận 8, Hồ Chí Minh",151.0,150m² - 250m²,36420000.0,2.0,3.0,5500000000.0,5 tỷ - 10 tỷ
6252,Hà Nội,"Đống Đa, Hà Nội",100.0,50m² - 100m²,528000000.0,8.0,8.0,52800000000.0,40 tỷ - 60 tỷ
6253,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",48.7,30m² - 50m²,117040000.0,4.0,3.0,5700000000.0,5 tỷ - 10 tỷ
6254,Hà Nội,"Tây Hồ, Hà Nội",95.0,50m² - 100m²,294740000.0,5.0,5.0,28000000000.0,20 tỷ - 40 tỷ
6255,Hà Nội,"Tây Hồ, Hà Nội",150.0,100m² - 150m²,600000000.0,3.0,3.0,90000000000.0,60 tỷ - 100 tỷ
6256,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",80.0,50m² - 100m²,143750000.0,2.0,2.0,11500000000.0,10 tỷ - 20 tỷ
6257,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",90.0,50m² - 100m²,110000000.0,15.0,15.0,9900000000.0,5 tỷ - 10 tỷ
6258,Hà Nội,"Bắc Từ Liêm, Hà Nội",95.0,50m² - 100m²,242100000.0,22.0,22.0,23000000000.0,20 tỷ - 40 tỷ
6259,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",52.0,50m² - 100m²,107690000.0,3.0,3.0,5600000000.0,5 tỷ - 10 tỷ
6260,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",67.0,50m² - 100m²,186570000.0,5.0,4.0,12500000000.0,10 tỷ - 20 tỷ
6261,Hà Nội,"Long Biên, Hà Nội",31.0,30m² - 50m²,140320000.0,3.0,4.0,4350000000.0,1 tỷ - 5 tỷ
6262,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",68.0,50m² - 100m²,83820000.0,3.0,3.0,5700000000.0,5 tỷ - 10 tỷ
6263,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",100.0,50m² - 100m²,170000000.0,6.0,4.0,17000000000.0,10 tỷ - 20 tỷ
6264,Hà Nội,"Gia Lâm, Hà Nội",100.0,50m² - 100m²,195000000.0,4.0,3.0,19500000000.0,10 tỷ - 20 tỷ
6265,Hà Nội,"Long Biên, Hà Nội",226.0,150m² - 250m²,223450000.0,5.0,5.0,50500000000.0,40 tỷ - 60 tỷ
6266,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",220.5,150m² - 250m²,142860000.0,37.0,37.0,31500000000.0,20 tỷ - 40 tỷ
6267,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",55.0,50m² - 100m²,101460000.0,3.0,3.0,5580000000.0,5 tỷ - 10 tỷ
6268,Hồ Chí Minh,"Quận 10, Hồ Chí Minh",108.0,100m² - 150m²,212960000.0,5.0,6.0,23000000000.0,20 tỷ - 40 tỷ
6269,Hà Nội,"Hoàng Mai, Hà Nội",24.0,Dưới 30m²,154170000.0,3.0,3.0,3700000000.0,1 tỷ - 5 tỷ
6270,Hà Nội,"Hà Đông, Hà Nội",110.0,100m² - 150m²,272730000.0,5.0,7.0,30000000000.0,20 tỷ - 40 tỷ
6271,Hà Nội,"Long Biên, Hà Nội",80.0,50m² - 100m²,161250000.0,4.0,5.0,12900000000.0,10 tỷ - 20 tỷ
6272,Hà Nội,"Hà Đông, Hà Nội",55.0,50m² - 100m²,167270000.0,4.0,5.0,9200000000.0,5 tỷ - 10 tỷ
6273,Hồ Chí Minh,"Quận 11, Hồ Chí Minh",180.0,150m² - 250m²,183330000.0,6.0,6.0,33000000000.0,20 tỷ - 40 tỷ
6274,Hà Nội,"Long Biên, Hà Nội",229.8,150m² - 250m²,245870000.0,5.0,5.0,56500000000.0,40 tỷ - 60 tỷ
6275,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",86.0,50m² - 100m²,418600000.0,5.0,6.0,36000000000.0,20 tỷ - 40 tỷ
6276,Hà Nội,"Hà Đông, Hà Nội",50.0,30m² - 50m²,230000000.0,6.0,7.0,11500000000.0,10 tỷ - 20 tỷ
6277,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",63.0,50m² - 100m²,138100000.0,4.0,4.0,8700000000.0,5 tỷ - 10 tỷ
6278,Hà Nội,"Cầu Giấy, Hà Nội",47.0,30m² - 50m²,251060000.0,8.0,8.0,11800000000.0,10 tỷ - 20 tỷ
6279,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",72.0,50m² - 100m²,187500000.0,4.0,5.0,13500000000.0,10 tỷ - 20 tỷ
6280,Hà Nội,"Long Biên, Hà Nội",348.0,250m² - 350m²,285920000.0,5.0,5.0,99500000000.0,60 tỷ - 100 tỷ
6281,Hồ Chí Minh,"Quận 10, Hồ Chí Minh",182.77,150m² - 250m²,196970000.0,6.0,8.0,36000000000.0,20 tỷ - 40 tỷ
6282,Hà Nội,"Hà Đông, Hà Nội",65.0,50m² - 100m²,123080000.0,4.0,5.0,8000000000.0,5 tỷ - 10 tỷ
6283,Hà Nội,"Tây Hồ, Hà Nội",35.0,30m² - 50m²,214290000.0,3.0,4.0,7500000000.0,5 tỷ - 10 tỷ
6284,Hồ Chí Minh,"Quận 11, Hồ Chí Minh",64.0,50m² - 100m²,214060000.0,4.0,3.0,13700000000.0,10 tỷ - 20 tỷ
6285,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",149.0,100m² - 150m²,186580000.0,3.0,4.0,27800000000.0,20 tỷ - 40 tỷ
6286,Hồ Chí Minh,"Quận 5, Hồ Chí Minh",80.0,50m² - 100m²,512500000.0,6.0,6.0,41000000000.0,40 tỷ - 60 tỷ
6287,Hồ Chí Minh,"Quận 5, Hồ Chí Minh",80.0,50m² - 100m²,512500000.0,6.0,6.0,41000000000.0,40 tỷ - 60 tỷ
6288,Hà Nội,"Thanh Xuân, Hà Nội",38.0,30m² - 50m²,198680000.0,4.0,5.0,7550000000.0,5 tỷ - 10 tỷ
6289,Hà Nội,"Hà Đông, Hà Nội",45.0,30m² - 50m²,155560000.0,4.0,4.0,7000000000.0,5 tỷ - 10 tỷ
6290,Hồ Chí Minh,"Quận 3, Hồ Chí Minh",142.0,100m² - 150m²,232390000.0,6.0,7.0,33000000000.0,20 tỷ - 40 tỷ
6291,Hồ Chí Minh,"Quận 10, Hồ Chí Minh",63.3,50m² - 100m²,440760000.0,6.0,7.0,27900000000.0,20 tỷ - 40 tỷ
6292,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",20.0,Dưới 30m²,267500000.0,3.0,4.0,5350000000.0,5 tỷ - 10 tỷ
6293,Hồ Chí Minh,"Quận 6, Hồ Chí Minh",37.5,30m² - 50m²,102670000.0,2.0,2.0,3850000000.0,1 tỷ - 5 tỷ
6294,Hà Nội,"Nam Từ Liêm, Hà Nội",40.0,30m² - 50m²,112500000.0,4.0,3.0,4500000000.0,1 tỷ - 5 tỷ
6295,Hồ Chí Minh,"Quận 5, Hồ Chí Minh",96.0,50m² - 100m²,238540000.0,4.0,4.0,22900000000.0,20 tỷ - 40 tỷ
6296,Hà Nội,"Hai Bà Trưng, Hà Nội",36.0,30m² - 50m²,522220000.0,4.0,3.0,18800000000.0,10 tỷ - 20 tỷ
6297,Hồ Chí Minh,"Quận 5, Hồ Chí Minh",160.0,150m² - 250m²,331250000.0,5.0,5.0,53000000000.0,40 tỷ - 60 tỷ
6298,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",69.0,50m² - 100m²,115940000.0,4.0,5.0,8000000000.0,5 tỷ - 10 tỷ
6299,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",130.0,100m² - 150m²,84620000.0,4.0,4.0,11000000000.0,10 tỷ - 20 tỷ
6300,Hồ Chí Minh,"Quận 11, Hồ Chí Minh",65.0,50m² - 100m²,130770000.00000001,2.0,1.0,8500000000.0,5 tỷ - 10 tỷ
6301,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",165.7,150m² - 250m²,235360000.0,4.0,3.0,39000000000.0,20 tỷ - 40 tỷ
6302,Hồ Chí Minh,"Phú Nhuận, Hồ Chí Minh",58.0,50m² - 100m²,172410000.0,4.0,4.0,10000000000.0,5 tỷ - 10 tỷ
6303,Hồ Chí Minh,"Quận 11, Hồ Chí Minh",112.0,100m² - 150m²,160710000.0,14.0,15.0,18000000000.0,10 tỷ - 20 tỷ
6304,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",230.0,150m² - 250m²,121740000.0,4.0,4.0,28000000000.0,20 tỷ - 40 tỷ
6305,Hà Nội,"Cầu Giấy, Hà Nội",70.0,50m² - 100m²,235710000.0,4.0,4.0,16500000000.0,10 tỷ - 20 tỷ
6306,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",34.0,30m² - 50m²,20000000.0,2.0,1.0,680000000.0,500 triệu - 1 tỷ
6307,Hà Nội,"Hoàng Mai, Hà Nội",30.0,Dưới 30m²,186000000.0,3.0,4.0,5580000000.0,5 tỷ - 10 tỷ
6308,Hà Nội,"Đống Đa, Hà Nội",42.0,30m² - 50m²,142860000.0,5.0,4.0,6000000000.0,5 tỷ - 10 tỷ
6309,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",60.0,50m² - 100m²,100000000.0,5.0,5.0,6000000000.0,5 tỷ - 10 tỷ
6310,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",92.1,50m² - 100m²,81430000.0,4.0,4.0,7500000000.0,5 tỷ - 10 tỷ
6311,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",130.0,100m² - 150m²,88460000.0,6.0,5.0,11500000000.0,10 tỷ - 20 tỷ
6312,Hà Nội,"Bắc Từ Liêm, Hà Nội",45.0,30m² - 50m²,113330000.0,6.0,4.0,5100000000.0,5 tỷ - 10 tỷ
6313,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",36.0,30m² - 50m²,19220000.0,2.0,1.0,692000000.0,500 triệu - 1 tỷ
6314,Hà Nội,"Hai Bà Trưng, Hà Nội",33.0,30m² - 50m²,130300000.00000001,4.0,4.0,4300000000.0,1 tỷ - 5 tỷ
6315,Hà Nội,"Nam Từ Liêm, Hà Nội",51.0,50m² - 100m²,159800000.0,4.0,4.0,8150000000.0,5 tỷ - 10 tỷ
6316,Hà Nội,"Hà Đông, Hà Nội",50.0,30m² - 50m²,316000000.0,3.0,4.0,15800000000.0,10 tỷ - 20 tỷ
6317,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",90.0,50m² - 100m²,155560000.0,4.0,5.0,14000000000.0,10 tỷ - 20 tỷ
6318,Hồ Chí Minh,"Phú Nhuận, Hồ Chí Minh",58.2,50m² - 100m²,42100000.0,4.0,4.0,2450000000.0,1 tỷ - 5 tỷ
6319,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",84.0,50m² - 100m²,208330000.0,6.0,7.0,17500000000.0,10 tỷ - 20 tỷ
