,Province,Location,Area,AreaSegment,Price/m2,BedRoom,Toilet,Price,PriceSegment
15807,Hà Nội,"Chương Mỹ, Hà Nội",31.0,30m² - 50m²,72580000.0,3.0,3.0,2250000000.0,1 tỷ - 5 tỷ
15808,Hà Nội,"Hai Bà Trưng, Hà Nội",40.0,30m² - 50m²,171250000.0,3.0,4.0,6850000000.0,5 tỷ - 10 tỷ
15809,Hà Nội,"Long Biên, Hà Nội",56.0,50m² - 100m²,278570000.0,3.0,5.0,15600000000.0,10 tỷ - 20 tỷ
15810,Hà Nội,"Thanh Trì, Hà Nội",25.28,Dưới 30m²,148340000.0,3.0,3.0,3750000000.0,1 tỷ - 5 tỷ
15811,Hà Nội,"Đống Đa, Hà Nội",37.0,30m² - 50m²,132430000.0,3.0,3.0,4900000000.0,1 tỷ - 5 tỷ
15812,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",58.5,50m² - 100m²,145300000.0,5.0,5.0,8500000000.0,5 tỷ - 10 tỷ
15813,Hà Nội,"Thanh Trì, Hà Nội",40.8,30m² - 50m²,144610000.0,5.0,5.0,5900000000.0,5 tỷ - 10 tỷ
15814,Hà Nội,"Nam Từ Liêm, Hà Nội",40.0,30m² - 50m²,200000000.0,9.0,9.0,8000000000.0,5 tỷ - 10 tỷ
15815,Hồ Chí Minh,"Phú Nhuận, Hồ Chí Minh",38.0,30m² - 50m²,205260000.0,3.0,5.0,7800000000.0,5 tỷ - 10 tỷ
15816,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",80.0,50m² - 100m²,145000000.0,5.0,5.0,11600000000.0,10 tỷ - 20 tỷ
15817,Hà Nội,"Hoàng Mai, Hà Nội",75.0,50m² - 100m²,90670000.0,4.0,4.0,6800000000.0,5 tỷ - 10 tỷ
15818,Hà Nội,"Hà Đông, Hà Nội",33.0,30m² - 50m²,137880000.0,3.0,3.0,4550000000.0,1 tỷ - 5 tỷ
15819,Hà Nội,"Đống Đa, Hà Nội",88.0,50m² - 100m²,363640000.0,3.0,3.0,32000000000.0,20 tỷ - 40 tỷ
15820,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",73.8,50m² - 100m²,66400000.00000001,2.0,2.0,4900000000.0,1 tỷ - 5 tỷ
15821,Hà Nội,"Hoàng Mai, Hà Nội",75.0,50m² - 100m²,90670000.0,4.0,4.0,6800000000.0,5 tỷ - 10 tỷ
15822,Hà Nội,"Hà Đông, Hà Nội",33.0,30m² - 50m²,137880000.0,3.0,3.0,4550000000.0,1 tỷ - 5 tỷ
15823,Hà Nội,"Đống Đa, Hà Nội",88.0,50m² - 100m²,363640000.0,3.0,3.0,32000000000.0,20 tỷ - 40 tỷ
15824,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",73.8,50m² - 100m²,66400000.00000001,2.0,2.0,4900000000.0,1 tỷ - 5 tỷ
15825,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",60.0,50m² - 100m²,141670000.0,4.0,4.0,8500000000.0,5 tỷ - 10 tỷ
15826,Hà Nội,"Đống Đa, Hà Nội",45.0,30m² - 50m²,262220000.00000003,6.0,3.0,11800000000.0,10 tỷ - 20 tỷ
15827,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",95.0,50m² - 100m²,90000000.0,6.0,6.0,8550000000.000001,5 tỷ - 10 tỷ
15828,Hà Nội,"Đống Đa, Hà Nội",86.0,50m² - 100m²,332560000.0,2.0,1.0,28600000000.0,20 tỷ - 40 tỷ
15829,Hà Nội,"Đống Đa, Hà Nội",60.0,50m² - 100m²,195000000.0,7.0,5.0,11700000000.0,10 tỷ - 20 tỷ
15830,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",47.0,30m² - 50m²,238300000.0,7.0,5.0,11200000000.0,10 tỷ - 20 tỷ
15831,Hà Nội,"Ba Đình, Hà Nội",44.0,30m² - 50m²,149540000.0,5.0,4.0,6580000000.0,5 tỷ - 10 tỷ
15832,Hồ Chí Minh,"Quận 10, Hồ Chí Minh",58.8,50m² - 100m²,47450000.0,3.0,3.0,2790000000.0,1 tỷ - 5 tỷ
15833,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",52.0,50m² - 100m²,163460000.0,4.0,4.0,8500000000.0,5 tỷ - 10 tỷ
15834,Hà Nội,"Hai Bà Trưng, Hà Nội",35.0,30m² - 50m²,128570000.0,4.0,3.0,4500000000.0,1 tỷ - 5 tỷ
15835,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",110.0,100m² - 150m²,95460000.0,4.0,4.0,10500000000.0,10 tỷ - 20 tỷ
15836,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",90.0,50m² - 100m²,143330000.0,4.0,4.0,12900000000.0,10 tỷ - 20 tỷ
15837,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",50.0,30m² - 50m²,132000000.0,1.0,1.0,6600000000.0,5 tỷ - 10 tỷ
15838,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",51.0,50m² - 100m²,166670000.0,4.0,5.0,8500000000.0,5 tỷ - 10 tỷ
15839,Hồ Chí Minh,"Quận 11, Hồ Chí Minh",64.0,50m² - 100m²,203120000.0,5.0,5.0,13000000000.0,10 tỷ - 20 tỷ
15840,Hà Nội,"Hoàng Mai, Hà Nội",40.0,30m² - 50m²,221250000.0,6.0,5.0,8850000000.0,5 tỷ - 10 tỷ
15841,Hà Nội,"Hoàng Mai, Hà Nội",54.0,50m² - 100m²,137960000.0,4.0,4.0,7450000000.0,5 tỷ - 10 tỷ
15842,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",75.0,50m² - 100m²,185330000.0,4.0,4.0,13900000000.0,10 tỷ - 20 tỷ
15843,Hồ Chí Minh,"Quận 11, Hồ Chí Minh",55.0,50m² - 100m²,118180000.0,3.0,3.0,6500000000.0,5 tỷ - 10 tỷ
15844,Hà Nội,"Hoàng Mai, Hà Nội",57.0,50m² - 100m²,189120000.0,3.0,3.0,10780000000.0,10 tỷ - 20 tỷ
15845,Hồ Chí Minh,"Quận 8, Hồ Chí Minh",86.0,50m² - 100m²,69650000.0,5.0,3.0,5990000000.0,5 tỷ - 10 tỷ
15846,Hà Nội,"Đống Đa, Hà Nội",91.0,50m² - 100m²,280220000.0,6.0,4.0,25500000000.0,20 tỷ - 40 tỷ
15847,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",65.0,50m² - 100m²,60000000.0,3.0,2.0,3900000000.0,1 tỷ - 5 tỷ
15848,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",47.6,30m² - 50m²,132350000.0,4.0,4.0,6300000000.0,5 tỷ - 10 tỷ
15849,Hồ Chí Minh,"Củ Chi, Hồ Chí Minh",133.0,100m² - 150m²,12030000.0,1.0,2.0,1600000000.0,1 tỷ - 5 tỷ
15850,Hà Nội,"Cầu Giấy, Hà Nội",48.0,30m² - 50m²,364580000.0,5.0,6.0,17500000000.0,10 tỷ - 20 tỷ
15851,Hồ Chí Minh,"Nhà Bè, Hồ Chí Minh",32.0,30m² - 50m²,51560000.0,2.0,2.0,1650000000.0,1 tỷ - 5 tỷ
15852,Hà Nội,"Thanh Trì, Hà Nội",43.0,30m² - 50m²,220930000.0,2.0,2.0,9500000000.0,5 tỷ - 10 tỷ
15853,Hà Nội,"Hà Đông, Hà Nội",66.0,50m² - 100m²,280300000.0,3.0,3.0,18500000000.0,10 tỷ - 20 tỷ
15854,Hà Nội,"Hai Bà Trưng, Hà Nội",35.0,30m² - 50m²,182290000.0,3.0,4.0,6380000000.0,5 tỷ - 10 tỷ
15855,Hà Nội,"Cầu Giấy, Hà Nội",77.0,50m² - 100m²,466230000.0,8.0,12.0,35900000000.0,20 tỷ - 40 tỷ
15856,Hà Nội,"Hoàn Kiếm, Hà Nội",71.0,50m² - 100m²,200000000.0,4.0,3.0,14200000000.0,10 tỷ - 20 tỷ
15857,Hà Nội,"Cầu Giấy, Hà Nội",126.0,100m² - 150m²,166670000.0,6.0,8.0,21000000000.0,20 tỷ - 40 tỷ
15858,Hà Nội,"Hoàng Mai, Hà Nội",45.0,30m² - 50m²,175560000.0,8.0,8.0,7900000000.0,5 tỷ - 10 tỷ
15859,Hà Nội,"Cầu Giấy, Hà Nội",54.0,50m² - 100m²,342590000.0,8.0,9.0,18500000000.0,10 tỷ - 20 tỷ
15860,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",90.0,50m² - 100m²,62220000.0,4.0,3.0,5600000000.0,5 tỷ - 10 tỷ
15861,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",39.1,30m² - 50m²,183890000.0,3.0,4.0,7190000000.0,5 tỷ - 10 tỷ
15862,Hà Nội,"Hà Đông, Hà Nội",52.0,50m² - 100m²,221150000.0,4.0,4.0,11500000000.0,10 tỷ - 20 tỷ
15863,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",86.0,50m² - 100m²,78950000.0,1.0,1.0,6790000000.0,5 tỷ - 10 tỷ
15864,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",67.0,50m² - 100m²,32090000.000000004,3.0,3.0,2150000000.0,1 tỷ - 5 tỷ
15865,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",50.0,30m² - 50m²,92000000.0,5.0,5.0,4600000000.0,1 tỷ - 5 tỷ
15866,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",102.0,100m² - 150m²,268630000.0,4.0,7.0,27400000000.0,20 tỷ - 40 tỷ
15867,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",68.0,50m² - 100m²,51470000.0,3.0,2.0,3500000000.0,1 tỷ - 5 tỷ
15868,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",100.0,50m² - 100m²,176000000.0,4.0,5.0,17600000000.0,10 tỷ - 20 tỷ
15869,Hồ Chí Minh,"Phú Nhuận, Hồ Chí Minh",44.0,30m² - 50m²,250000000.0,3.0,5.0,11000000000.0,10 tỷ - 20 tỷ
15870,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",120.0,100m² - 150m²,144170000.0,6.0,7.0,17300000000.0,10 tỷ - 20 tỷ
15871,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",85.0,50m² - 100m²,176470000.0,2.0,2.0,15000000000.0,10 tỷ - 20 tỷ
15872,Hà Nội,"Tây Hồ, Hà Nội",270.0,250m² - 350m²,750000000.0,9.0,10.0,202500000000.0,100 tỷ - 1000 tỷ
15873,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",60.0,50m² - 100m²,168330000.0,4.0,5.0,10100000000.0,10 tỷ - 20 tỷ
15874,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",185.0,150m² - 250m²,204860000.0,6.0,7.0,37900000000.0,20 tỷ - 40 tỷ
15875,Hà Nội,"Cầu Giấy, Hà Nội",95.0,50m² - 100m²,131580000.00000001,5.0,3.0,12500000000.0,10 tỷ - 20 tỷ
15876,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",120.0,100m² - 150m²,183330000.0,23.0,23.0,22000000000.0,20 tỷ - 40 tỷ
15877,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",53.0,50m² - 100m²,198110000.0,4.0,4.0,10500000000.0,10 tỷ - 20 tỷ
15878,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",80.0,50m² - 100m²,162500000.0,5.0,4.0,13000000000.0,10 tỷ - 20 tỷ
15879,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",90.0,50m² - 100m²,184440000.0,4.0,5.0,16600000000.000002,10 tỷ - 20 tỷ
15880,Hà Nội,"Hoàng Mai, Hà Nội",38.0,30m² - 50m²,142100000.0,4.0,4.0,5400000000.0,5 tỷ - 10 tỷ
15881,Hà Nội,"Tây Hồ, Hà Nội",50.0,30m² - 50m²,410000000.0,6.0,6.0,20500000000.0,20 tỷ - 40 tỷ
15882,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",115.0,100m² - 150m²,142610000.0,3.0,3.0,16399999999.999998,10 tỷ - 20 tỷ
15883,Hồ Chí Minh,"Nhà Bè, Hồ Chí Minh",90.0,50m² - 100m²,61670000.0,4.0,4.0,5550000000.0,5 tỷ - 10 tỷ
15884,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",150.0,100m² - 150m²,120000000.0,4.0,4.0,18000000000.0,10 tỷ - 20 tỷ
15885,Hà Nội,"Tây Hồ, Hà Nội",60.0,50m² - 100m²,208330000.0,1.0,1.0,12500000000.0,10 tỷ - 20 tỷ
15886,Hà Nội,"Hai Bà Trưng, Hà Nội",40.0,30m² - 50m²,160000000.0,3.0,4.0,6400000000.0,5 tỷ - 10 tỷ
15887,Hà Nội,"Long Biên, Hà Nội",96.0,50m² - 100m²,307290000.0,4.0,4.0,29500000000.0,20 tỷ - 40 tỷ
15888,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",68.0,50m² - 100m²,63240000.0,2.0,2.0,4300000000.0,1 tỷ - 5 tỷ
15889,Hồ Chí Minh,"Quận 6, Hồ Chí Minh",57.0,50m² - 100m²,170180000.0,3.0,5.0,9700000000.0,5 tỷ - 10 tỷ
15890,Hà Nội,"Bắc Từ Liêm, Hà Nội",40.0,30m² - 50m²,112500000.0,5.0,3.0,4500000000.0,1 tỷ - 5 tỷ
15891,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",80.0,50m² - 100m²,168750000.0,4.0,4.0,13500000000.0,10 tỷ - 20 tỷ
15892,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",90.0,50m² - 100m²,103330000.0,4.0,4.0,9300000000.0,5 tỷ - 10 tỷ
15893,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",85.0,50m² - 100m²,100000000.0,4.0,5.0,8500000000.0,5 tỷ - 10 tỷ
15894,Hồ Chí Minh,"Tân Phú, Hồ Chí Minh",55.0,50m² - 100m²,43640000.0,3.0,4.0,2400000000.0,1 tỷ - 5 tỷ
15895,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",68.2,50m² - 100m²,42230000.0,2.0,1.0,2880000000.0,1 tỷ - 5 tỷ
15896,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",258.0,250m² - 350m²,77130000.0,7.0,7.0,19900000000.0,10 tỷ - 20 tỷ
15897,Hà Nội,"Cầu Giấy, Hà Nội",42.0,30m² - 50m²,554760000.0,5.0,5.0,23300000000.0,20 tỷ - 40 tỷ
15898,Hà Nội,"Hai Bà Trưng, Hà Nội",111.0,100m² - 150m²,270270000.0,3.0,2.0,30000000000.0,20 tỷ - 40 tỷ
15899,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",100.0,50m² - 100m²,219000000.0,4.0,5.0,21900000000.0,20 tỷ - 40 tỷ
15900,Hà Nội,"Tây Hồ, Hà Nội",72.0,50m² - 100m²,340280000.0,3.0,4.0,24500000000.0,20 tỷ - 40 tỷ
15901,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",75.0,50m² - 100m²,193330000.0,4.0,5.0,14500000000.0,10 tỷ - 20 tỷ
15902,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",92.0,50m² - 100m²,103260000.0,2.0,2.0,9500000000.0,5 tỷ - 10 tỷ
15903,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",92.0,50m² - 100m²,103260000.0,2.0,2.0,9500000000.0,5 tỷ - 10 tỷ
15904,Hà Nội,"Hà Đông, Hà Nội",52.6,50m² - 100m²,218630000.0,4.0,4.0,11500000000.0,10 tỷ - 20 tỷ
15905,Hà Nội,"Cầu Giấy, Hà Nội",58.0,50m² - 100m²,163790000.0,5.0,5.0,9500000000.0,5 tỷ - 10 tỷ
15906,Hà Nội,"Hai Bà Trưng, Hà Nội",60.0,50m² - 100m²,433330000.0,11.0,9.0,26000000000.0,20 tỷ - 40 tỷ
15907,Hà Nội,"Thanh Xuân, Hà Nội",50.0,30m² - 50m²,232000000.0,3.0,2.0,11600000000.0,10 tỷ - 20 tỷ
15908,Hà Nội,"Hoàng Mai, Hà Nội",125.0,100m² - 150m²,264000000.0,6.0,4.0,33000000000.0,20 tỷ - 40 tỷ
15909,Hà Nội,"Hoàng Mai, Hà Nội",65.0,50m² - 100m²,246150000.0,5.0,6.0,16000000000.0,10 tỷ - 20 tỷ
15910,Hà Nội,"Long Biên, Hà Nội",50.0,30m² - 50m²,258000000.0,3.0,3.0,12900000000.0,10 tỷ - 20 tỷ
15911,Hà Nội,"Đống Đa, Hà Nội",134.0,100m² - 150m²,410450000.0,9.0,9.0,55000000000.0,40 tỷ - 60 tỷ
15912,Hà Nội,"Đống Đa, Hà Nội",70.0,50m² - 100m²,260000000.0,5.0,6.0,18200000000.0,10 tỷ - 20 tỷ
15913,Hà Nội,"Hoàng Mai, Hà Nội",55.0,50m² - 100m²,290910000.0,6.0,5.0,16000000000.0,10 tỷ - 20 tỷ
15914,Hà Nội,"Cầu Giấy, Hà Nội",45.0,30m² - 50m²,206670000.0,6.0,4.0,9300000000.0,5 tỷ - 10 tỷ
15915,Hà Nội,"Hai Bà Trưng, Hà Nội",85.0,50m² - 100m²,288240000.0,5.0,5.0,24500000000.0,20 tỷ - 40 tỷ
15916,Hà Nội,"Hai Bà Trưng, Hà Nội",55.0,50m² - 100m²,272730000.0,4.0,5.0,15000000000.0,10 tỷ - 20 tỷ
15917,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",75.0,50m² - 100m²,80000000.0,4.0,4.0,6000000000.0,5 tỷ - 10 tỷ
15918,Hà Nội,"Thanh Xuân, Hà Nội",80.0,50m² - 100m²,203120000.0,4.0,3.0,16250000000.0,10 tỷ - 20 tỷ
15919,Hà Nội,"Hai Bà Trưng, Hà Nội",40.0,30m² - 50m²,210000000.0,4.0,4.0,8400000000.0,5 tỷ - 10 tỷ
15920,Hà Nội,"Tây Hồ, Hà Nội",55.0,50m² - 100m²,287270000.0,6.0,5.0,15800000000.0,10 tỷ - 20 tỷ
15921,Hà Nội,"Tây Hồ, Hà Nội",55.0,50m² - 100m²,287270000.0,6.0,5.0,15800000000.0,10 tỷ - 20 tỷ
15922,Hà Nội,"Long Biên, Hà Nội",34.0,30m² - 50m²,191180000.0,3.0,3.0,6500000000.0,5 tỷ - 10 tỷ
15923,Hà Nội,"Hai Bà Trưng, Hà Nội",53.0,50m² - 100m²,245280000.0,6.0,5.0,13000000000.0,10 tỷ - 20 tỷ
15924,Hà Nội,"Hai Bà Trưng, Hà Nội",68.0,50m² - 100m²,191180000.0,3.0,2.0,13000000000.0,10 tỷ - 20 tỷ
15925,Hà Nội,"Tây Hồ, Hà Nội",130.0,100m² - 150m²,173080000.0,1.0,1.0,22500000000.0,20 tỷ - 40 tỷ
15926,Hà Nội,"Hai Bà Trưng, Hà Nội",50.0,30m² - 50m²,200000000.0,4.0,5.0,10000000000.0,5 tỷ - 10 tỷ
15927,Hà Nội,"Tây Hồ, Hà Nội",100.0,50m² - 100m²,465000000.0,5.0,6.0,46500000000.0,40 tỷ - 60 tỷ
15928,Hồ Chí Minh,"Quận 4, Hồ Chí Minh",60.0,50m² - 100m²,241670000.0,8.0,9.0,14500000000.0,10 tỷ - 20 tỷ
15929,Hà Nội,"Tây Hồ, Hà Nội",108.0,100m² - 150m²,782410000.0,5.0,6.0,84500000000.0,60 tỷ - 100 tỷ
15930,Hà Nội,"Hoài Đức, Hà Nội",30.0,Dưới 30m²,133330000.00000001,3.0,4.0,4000000000.0,1 tỷ - 5 tỷ
15931,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",112.0,100m² - 150m²,120540000.0,7.0,6.0,13500000000.0,10 tỷ - 20 tỷ
15932,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",255.0,250m² - 350m²,431370000.0,5.0,6.0,110000000000.0,100 tỷ - 1000 tỷ
15933,Hà Nội,"Long Biên, Hà Nội",35.0,30m² - 50m²,128570000.0,3.0,4.0,4500000000.0,1 tỷ - 5 tỷ
15934,Hà Nội,"Long Biên, Hà Nội",35.0,30m² - 50m²,128570000.0,3.0,4.0,4500000000.0,1 tỷ - 5 tỷ
15935,Hà Nội,"Hà Đông, Hà Nội",91.0,50m² - 100m²,284620000.0,6.0,6.0,25900000000.0,20 tỷ - 40 tỷ
15936,Hà Nội,"Hoài Đức, Hà Nội",45.0,30m² - 50m²,84440000.0,4.0,3.0,3800000000.0,1 tỷ - 5 tỷ
15937,Hà Nội,"Long Biên, Hà Nội",60.0,50m² - 100m²,260000000.0,3.0,6.0,15600000000.0,10 tỷ - 20 tỷ
15938,Hà Nội,"Hai Bà Trưng, Hà Nội",34.0,30m² - 50m²,157350000.0,3.0,4.0,5350000000.0,5 tỷ - 10 tỷ
15939,Hà Nội,"Tây Hồ, Hà Nội",32.0,30m² - 50m²,217190000.0,3.0,4.0,6950000000.0,5 tỷ - 10 tỷ
15940,Hà Nội,"Hoài Đức, Hà Nội",110.0,100m² - 150m²,154540000.0,6.0,5.0,17000000000.0,10 tỷ - 20 tỷ
15941,Hồ Chí Minh,"Quận 6, Hồ Chí Minh",105.0,100m² - 150m²,209520000.0,10.0,10.0,22000000000.0,20 tỷ - 40 tỷ
15942,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",855.0,Trên 500m²,49120000.0,1.0,1.0,42000000000.0,40 tỷ - 60 tỷ
15943,Hà Nội,"Tây Hồ, Hà Nội",35.0,30m² - 50m²,178570000.0,3.0,4.0,6250000000.0,5 tỷ - 10 tỷ
15944,Hà Nội,"Hai Bà Trưng, Hà Nội",44.0,30m² - 50m²,284090000.0,9.0,6.0,12500000000.0,10 tỷ - 20 tỷ
15945,Hồ Chí Minh,"Bình Chánh, Hồ Chí Minh",75.0,50m² - 100m²,30470000.0,4.0,5.0,2290000000.0,1 tỷ - 5 tỷ
15946,Hồ Chí Minh,"Nhà Bè, Hồ Chí Minh",105.0,100m² - 150m²,176190000.0,5.0,7.0,18500000000.0,10 tỷ - 20 tỷ
15947,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",168.0,150m² - 250m²,148810000.0,3.0,3.0,25000000000.0,20 tỷ - 40 tỷ
15948,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",168.0,150m² - 250m²,148810000.0,3.0,3.0,25000000000.0,20 tỷ - 40 tỷ
15949,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",95.0,50m² - 100m²,82100000.0,4.0,5.0,7800000000.0,5 tỷ - 10 tỷ
15950,Hồ Chí Minh,"Bình Chánh, Hồ Chí Minh",75.0,50m² - 100m²,22000000.0,3.0,2.0,1650000000.0,1 tỷ - 5 tỷ
15951,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",70.0,50m² - 100m²,171430000.0,5.0,7.0,12000000000.0,10 tỷ - 20 tỷ
15952,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",75.0,50m² - 100m²,120000000.0,4.0,4.0,9000000000.0,5 tỷ - 10 tỷ
15953,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",58.0,50m² - 100m²,136210000.0,3.0,5.0,7900000000.0,5 tỷ - 10 tỷ
15954,Hà Nội,"Đống Đa, Hà Nội",32.5,30m² - 50m²,185380000.0,3.0,3.0,6030000000.0,5 tỷ - 10 tỷ
15955,Hà Nội,"Cầu Giấy, Hà Nội",56.0,50m² - 100m²,375000000.0,6.0,4.0,21000000000.0,20 tỷ - 40 tỷ
15956,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",54.0,50m² - 100m²,135180000.0,3.0,4.0,7300000000.0,5 tỷ - 10 tỷ
15957,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",75.0,50m² - 100m²,95330000.0,4.0,5.0,7150000000.0,5 tỷ - 10 tỷ
15958,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",89.0,50m² - 100m²,74720000.0,3.0,3.0,6650000000.0,5 tỷ - 10 tỷ
15959,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",75.0,50m² - 100m²,95330000.0,4.0,5.0,7150000000.0,5 tỷ - 10 tỷ
15960,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",89.0,50m² - 100m²,74720000.0,3.0,3.0,6650000000.0,5 tỷ - 10 tỷ
15961,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",62.0,50m² - 100m²,108060000.0,5.0,6.0,6700000000.0,5 tỷ - 10 tỷ
15962,Hồ Chí Minh,"Quận 12, Hồ Chí Minh",68.0,50m² - 100m²,82350000.0,4.0,4.0,5600000000.0,5 tỷ - 10 tỷ
15963,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",47.0,30m² - 50m²,105960000.0,3.0,3.0,4980000000.0,1 tỷ - 5 tỷ
15964,Hồ Chí Minh,"Quận 9, Hồ Chí Minh",72.3,50m² - 100m²,87140000.0,4.0,3.0,6300000000.0,5 tỷ - 10 tỷ
15965,Hà Nội,"Hà Đông, Hà Nội",52.0,50m² - 100m²,278850000.0,4.0,3.0,14500000000.0,10 tỷ - 20 tỷ
15966,Hồ Chí Minh,"Hóc Môn, Hồ Chí Minh",46.0,30m² - 50m²,36300000.0,2.0,1.0,1670000000.0,1 tỷ - 5 tỷ
15967,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",53.0,50m² - 100m²,254720000.0,4.0,5.0,13500000000.0,10 tỷ - 20 tỷ
15968,Hà Nội,"Tây Hồ, Hà Nội",280.0,250m² - 350m²,314290000.0,5.0,7.0,88000000000.0,60 tỷ - 100 tỷ
15969,Hà Nội,"Thanh Xuân, Hà Nội",55.0,50m² - 100m²,200000000.0,3.0,4.0,11000000000.0,10 tỷ - 20 tỷ
15970,Hà Nội,"Hoàng Mai, Hà Nội",10.0,Dưới 30m²,110000000.0,2.0,2.0,1100000000.0,1 tỷ - 5 tỷ
15971,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",106.0,100m² - 150m²,48110000.0,3.0,2.0,5100000000.0,5 tỷ - 10 tỷ
15972,Hà Nội,"Thanh Xuân, Hà Nội",55.0,50m² - 100m²,234540000.0,11.0,11.0,12900000000.0,10 tỷ - 20 tỷ
15973,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",48.0,30m² - 50m²,82920000.0,2.0,2.0,3980000000.0,1 tỷ - 5 tỷ
15974,Hà Nội,"Hoàng Mai, Hà Nội",140.0,100m² - 150m²,198570000.0,5.0,3.0,27800000000.0,20 tỷ - 40 tỷ
15975,Hà Nội,"Hoàng Mai, Hà Nội",140.0,100m² - 150m²,198570000.0,5.0,3.0,27800000000.0,20 tỷ - 40 tỷ
15976,Hồ Chí Minh,"Quận 2, Hồ Chí Minh",160.0,150m² - 250m²,193750000.0,4.0,5.0,31000000000.0,20 tỷ - 40 tỷ
15977,Hồ Chí Minh,"Bình Tân, Hồ Chí Minh",220.0,150m² - 250m²,159090000.0,5.0,5.0,35000000000.0,20 tỷ - 40 tỷ
15978,Hồ Chí Minh,"Quận 6, Hồ Chí Minh",59.0,50m² - 100m²,116950000.0,3.0,3.0,6900000000.0,5 tỷ - 10 tỷ
15979,Hà Nội,"Long Biên, Hà Nội",34.0,30m² - 50m²,141180000.0,3.0,4.0,4800000000.0,1 tỷ - 5 tỷ
15980,Hà Nội,"Đống Đa, Hà Nội",50.0,30m² - 50m²,120000000.0,3.0,2.0,6000000000.0,5 tỷ - 10 tỷ
15981,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",133.0,100m² - 150m²,194740000.0,3.0,4.0,25900000000.0,20 tỷ - 40 tỷ
15982,Hà Nội,"Tây Hồ, Hà Nội",62.0,50m² - 100m²,643550000.0,6.0,6.0,39900000000.0,20 tỷ - 40 tỷ
