,Province,Location,Area,AreaSegment,Price/m2,BedRoom,Toilet,Price,PriceSegment,Province_encoded
0,Đà Nẵng,"Sơn Trà, Đà Nẵng",108.0,100m² - 150m²,150000000.0,5.0,5.0,16200000000.0,10 tỷ - 20 tỷ,3
1,Đà Nẵng,"Sơn Trà, Đà Nẵng",120.0,100m² - 150m²,126670000.0,8.0,10.0,15200000000.0,10 tỷ - 20 tỷ,3
2,Đà Nẵng,"Sơn Trà, Đà Nẵng",108.0,100m² - 150m²,142000000.0,5.0,6.0,15340000000.0,10 tỷ - 20 tỷ,3
3,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",100.0,50m² - 100m²,59000000.0,3.0,3.0,5900000000.0,5 tỷ - 10 tỷ,3
4,Đà Nẵng,"Sơn Trà, Đà Nẵng",108.0,100m² - 150m²,140740000.0,10.0,12.0,15200000000.0,10 tỷ - 20 tỷ,3
5,Đà Nẵng,"Hải Châu, Đà Nẵng",76.0,50m² - 100m²,95370000.0,5.0,5.0,7250000000.0,5 tỷ - 10 tỷ,3
6,Đà Nẵng,"Sơn Trà, Đà Nẵng",108.0,100m² - 150m²,250000000.0,4.0,5.0,27000000000.0,20 tỷ - 40 tỷ,3
7,Đà Nẵng,"Liên Chiểu, Đà Nẵng",70.0,50m² - 100m²,28570000.0,1.0,1.0,2000000000.0,1 tỷ - 5 tỷ,3
8,Đà Nẵng,"Sơn Trà, Đà Nẵng",125.0,100m² - 150m²,37600000.0,2.0,2.0,4700000000.0,1 tỷ - 5 tỷ,3
9,Lâm Đồng,"Đà Lạt, Lâm Đồng",357.0,350m² - 500m²,217860000.0,3.0,3.0,77780000000.0,60 tỷ - 100 tỷ,2
10,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",145.0,100m² - 150m²,310350000.0,24.0,26.0,45000000000.0,40 tỷ - 60 tỷ,3
11,Khánh Hòa,"Nha Trang, Khánh Hòa",108.0,100m² - 150m²,69440000.0,4.0,4.0,7500000000.0,5 tỷ - 10 tỷ,0
12,Đà Nẵng,"Liên Chiểu, Đà Nẵng",85.4,50m² - 100m²,36300000.0,3.0,2.0,3100000000.0,1 tỷ - 5 tỷ,3
13,Đà Nẵng,"Hải Châu, Đà Nẵng",145.0,100m² - 150m²,189660000.0,17.0,17.0,27500000000.0,20 tỷ - 40 tỷ,3
14,Khánh Hòa,"Nha Trang, Khánh Hòa",65.5,50m² - 100m²,351140000.0,4.0,5.0,23000000000.0,20 tỷ - 40 tỷ,0
15,Đà Nẵng,"Hải Châu, Đà Nẵng",150.0,100m² - 150m²,61330000.0,7.0,4.0,9200000000.0,5 tỷ - 10 tỷ,3
16,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",125.0,100m² - 150m²,54000000.0,9.0,9.0,6750000000.0,5 tỷ - 10 tỷ,3
17,Khánh Hòa,"Nha Trang, Khánh Hòa",150.0,100m² - 150m²,34670000.0,2.0,3.0,5200000000.0,5 tỷ - 10 tỷ,0
18,Đà Nẵng,"Hải Châu, Đà Nẵng",51.0,50m² - 100m²,82350000.0,3.0,3.0,4200000000.0,1 tỷ - 5 tỷ,3
19,Đà Nẵng,"Sơn Trà, Đà Nẵng",120.0,100m² - 150m²,51670000.0,3.0,3.0,6200000000.0,5 tỷ - 10 tỷ,3
20,Đà Nẵng,"Hải Châu, Đà Nẵng",145.0,100m² - 150m²,172410000.0,17.0,17.0,25000000000.0,20 tỷ - 40 tỷ,3
21,Kiên Giang,"Phú Quốc, Kiên Giang",80.0,50m² - 100m²,125000000.0,5.0,5.0,10000000000.0,5 tỷ - 10 tỷ,1
22,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",96.0,50m² - 100m²,151040000.0,9.0,9.0,14500000000.0,10 tỷ - 20 tỷ,3
23,Đà Nẵng,"Thanh Khê, Đà Nẵng",70.8,50m² - 100m²,51550000.0,2.0,1.0,3650000000.0,1 tỷ - 5 tỷ,3
24,Khánh Hòa,"Nha Trang, Khánh Hòa",130.0,100m² - 150m²,300000000.0,33.0,34.0,39000000000.0,20 tỷ - 40 tỷ,0
25,Khánh Hòa,"Nha Trang, Khánh Hòa",95.0,50m² - 100m²,77900000.0,3.0,3.0,7400000000.0,5 tỷ - 10 tỷ,0
26,Đà Nẵng,"Hải Châu, Đà Nẵng",117.0,100m² - 150m²,94020000.0,4.0,4.0,11000000000.0,10 tỷ - 20 tỷ,3
27,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",108.0,100m² - 150m²,150000000.0,5.0,6.0,16200000000.0,10 tỷ - 20 tỷ,3
28,Đà Nẵng,"Hải Châu, Đà Nẵng",103.0,100m² - 150m²,150490000.0,6.0,5.0,15500000000.0,10 tỷ - 20 tỷ,3
29,Khánh Hòa,"Nha Trang, Khánh Hòa",100.0,50m² - 100m²,59500000.0,3.0,4.0,5950000000.0,5 tỷ - 10 tỷ,0
30,Khánh Hòa,"Nha Trang, Khánh Hòa",120.0,100m² - 150m²,120830000.0,4.0,7.0,14500000000.0,10 tỷ - 20 tỷ,0
31,Khánh Hòa,"Nha Trang, Khánh Hòa",432.5,350m² - 500m²,64739999.99999999,3.0,4.0,28000000000.0,20 tỷ - 40 tỷ,0
32,Khánh Hòa,"Nha Trang, Khánh Hòa",101.0,100m² - 150m²,148510000.0,4.0,5.0,15000000000.0,10 tỷ - 20 tỷ,0
33,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",516.0,Trên 500m²,33240000.000000004,1.0,2.0,17149999999.999998,10 tỷ - 20 tỷ,3
34,Đà Nẵng,"Hải Châu, Đà Nẵng",76.0,50m² - 100m²,161840000.0,4.0,3.0,12300000000.0,10 tỷ - 20 tỷ,3
35,Đà Nẵng,"Sơn Trà, Đà Nẵng",75.0,50m² - 100m²,60670000.0,2.0,2.0,4550000000.0,1 tỷ - 5 tỷ,3
36,Khánh Hòa,"Nha Trang, Khánh Hòa",62.5,50m² - 100m²,89600000.0,3.0,3.0,5600000000.0,5 tỷ - 10 tỷ,0
37,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",311.9,250m² - 350m²,150690000.0,3.0,3.0,47000000000.0,40 tỷ - 60 tỷ,3
38,Đà Nẵng,"Hải Châu, Đà Nẵng",77.0,50m² - 100m²,180520000.0,14.0,8.0,13900000000.0,10 tỷ - 20 tỷ,3
39,Khánh Hòa,"Nha Trang, Khánh Hòa",45.0,30m² - 50m²,36670000.0,1.0,1.0,1650000000.0,1 tỷ - 5 tỷ,0
40,Đà Nẵng,"Hải Châu, Đà Nẵng",120.0,100m² - 150m²,96670000.0,6.0,9.0,11600000000.0,10 tỷ - 20 tỷ,3
41,Lâm Đồng,"Đà Lạt, Lâm Đồng",63.0,50m² - 100m²,52380000.0,3.0,2.0,3300000000.0,1 tỷ - 5 tỷ,2
42,Khánh Hòa,"Nha Trang, Khánh Hòa",108.0,100m² - 150m²,68520000.0,4.0,4.0,7400000000.0,5 tỷ - 10 tỷ,0
43,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",233.0,150m² - 250m²,143780000.0,4.0,4.0,33500000000.0,20 tỷ - 40 tỷ,3
44,Đà Nẵng,"Sơn Trà, Đà Nẵng",90.0,50m² - 100m²,173330000.0,130.0,13.0,15600000000.0,10 tỷ - 20 tỷ,3
45,Đà Nẵng,"Sơn Trà, Đà Nẵng",375.0,350m² - 500m²,108000000.0,27.0,28.0,40500000000.0,40 tỷ - 60 tỷ,3
46,Đà Nẵng,"Liên Chiểu, Đà Nẵng",140.0,100m² - 150m²,46430000.0,4.0,5.0,6500000000.0,5 tỷ - 10 tỷ,3
47,Đà Nẵng,"Sơn Trà, Đà Nẵng",100.0,50m² - 100m²,160000000.0,3.0,2.0,16000000000.0,10 tỷ - 20 tỷ,3
48,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",80.0,50m² - 100m²,303750000.0,10.0,11.0,24300000000.0,20 tỷ - 40 tỷ,3
49,Khánh Hòa,"Nha Trang, Khánh Hòa",71.0,50m² - 100m²,84510000.0,3.0,4.0,6000000000.0,5 tỷ - 10 tỷ,0
50,Đà Nẵng,"Hải Châu, Đà Nẵng",81.0,50m² - 100m²,60490000.0,3.0,3.0,4900000000.0,1 tỷ - 5 tỷ,3
51,Đà Nẵng,"Liên Chiểu, Đà Nẵng",170.0,150m² - 250m²,76470000.0,4.0,5.0,13000000000.0,10 tỷ - 20 tỷ,3
52,Khánh Hòa,"Nha Trang, Khánh Hòa",568.0,Trên 500m²,10560000.0,4.0,3.0,6000000000.0,5 tỷ - 10 tỷ,0
53,Đà Nẵng,"Sơn Trà, Đà Nẵng",100.9,100m² - 150m²,173440000.0,6.0,3.0,17500000000.0,10 tỷ - 20 tỷ,3
54,Đà Nẵng,"Sơn Trà, Đà Nẵng",90.0,50m² - 100m²,175000000.0,13.0,13.0,15750000000.0,10 tỷ - 20 tỷ,3
55,Kiên Giang,"Phú Quốc, Kiên Giang",350.0,250m² - 350m²,28290000.0,3.0,3.0,9900000000.0,5 tỷ - 10 tỷ,1
56,Đà Nẵng,"Hải Châu, Đà Nẵng",264.0,250m² - 350m²,140150000.0,6.0,4.0,37000000000.0,20 tỷ - 40 tỷ,3
57,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",112.0,100m² - 150m²,45540000.0,3.0,4.0,5100000000.0,5 tỷ - 10 tỷ,3
58,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",125.0,100m² - 150m²,180000000.0,6.0,8.0,22500000000.0,20 tỷ - 40 tỷ,3
59,Đà Nẵng,"Thanh Khê, Đà Nẵng",100.0,50m² - 100m²,96000000.0,3.0,4.0,9600000000.0,5 tỷ - 10 tỷ,3
60,Đà Nẵng,"Hải Châu, Đà Nẵng",115.0,100m² - 150m²,121740000.0,4.0,5.0,14000000000.0,10 tỷ - 20 tỷ,3
61,Đà Nẵng,"Thanh Khê, Đà Nẵng",76.0,50m² - 100m²,144740000.0,3.0,3.0,11000000000.0,10 tỷ - 20 tỷ,3
62,Đà Nẵng,"Hải Châu, Đà Nẵng",72.5,50m² - 100m²,169660000.0,2.0,2.0,12300000000.0,10 tỷ - 20 tỷ,3
63,Đà Nẵng,"Hải Châu, Đà Nẵng",175.0,150m² - 250m²,91430000.0,33.0,33.0,16000000000.0,10 tỷ - 20 tỷ,3
64,Đà Nẵng,"Sơn Trà, Đà Nẵng",55.0,50m² - 100m²,64540000.00000001,3.0,3.0,3550000000.0,1 tỷ - 5 tỷ,3
65,Khánh Hòa,"Nha Trang, Khánh Hòa",52.0,50m² - 100m²,55000000.0,3.0,3.0,2860000000.0,1 tỷ - 5 tỷ,0
66,Khánh Hòa,"Nha Trang, Khánh Hòa",102.2,100m² - 150m²,63000000.0,2.0,1.0,6440000000.0,5 tỷ - 10 tỷ,0
67,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",100.0,50m² - 100m²,61500000.0,4.0,4.0,6150000000.0,5 tỷ - 10 tỷ,3
68,Đà Nẵng,"Hải Châu, Đà Nẵng",46.0,30m² - 50m²,173910000.0,4.0,4.0,8000000000.0,5 tỷ - 10 tỷ,3
69,Đà Nẵng,"Sơn Trà, Đà Nẵng",140.0,100m² - 150m²,49640000.0,4.0,2.0,6950000000.0,5 tỷ - 10 tỷ,3
70,Khánh Hòa,"Nha Trang, Khánh Hòa",175.0,150m² - 250m²,285710000.0,2.0,3.0,50000000000.0,40 tỷ - 60 tỷ,0
71,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",484.0,350m² - 500m²,56100000.0,1.0,2.0,27150000000.0,20 tỷ - 40 tỷ,3
72,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",92.5,50m² - 100m²,64860000.0,1.0,1.0,6000000000.0,5 tỷ - 10 tỷ,3
73,Đà Nẵng,"Liên Chiểu, Đà Nẵng",105.0,100m² - 150m²,78100000.0,4.0,4.0,8199999999.999999,5 tỷ - 10 tỷ,3
74,Đà Nẵng,"Liên Chiểu, Đà Nẵng",105.0,100m² - 150m²,78100000.0,4.0,4.0,8199999999.999999,5 tỷ - 10 tỷ,3
75,Đà Nẵng,"Thanh Khê, Đà Nẵng",75.0,50m² - 100m²,26400000.0,2.0,1.0,1980000000.0,1 tỷ - 5 tỷ,3
76,Khánh Hòa,"Nha Trang, Khánh Hòa",379.0,350m² - 500m²,55410000.0,21.0,21.0,21000000000.0,20 tỷ - 40 tỷ,0
77,Khánh Hòa,"Nha Trang, Khánh Hòa",379.0,350m² - 500m²,55410000.0,21.0,21.0,21000000000.0,20 tỷ - 40 tỷ,0
78,Đà Nẵng,"Hải Châu, Đà Nẵng",49.3,30m² - 50m²,86210000.0,1.0,1.0,4250000000.0,1 tỷ - 5 tỷ,3
79,Đà Nẵng,"Hải Châu, Đà Nẵng",40.0,30m² - 50m²,73750000.0,2.0,2.0,2950000000.0,1 tỷ - 5 tỷ,3
80,Đà Nẵng,"Hải Châu, Đà Nẵng",40.0,30m² - 50m²,73750000.0,2.0,2.0,2950000000.0,1 tỷ - 5 tỷ,3
81,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",448.0,350m² - 500m²,129460000.00000001,4.0,5.0,58000000000.0,40 tỷ - 60 tỷ,3
82,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",448.0,350m² - 500m²,129460000.00000001,4.0,5.0,58000000000.0,40 tỷ - 60 tỷ,3
83,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",300.0,250m² - 350m²,96000000.0,4.0,5.0,28800000000.0,20 tỷ - 40 tỷ,3
84,Khánh Hòa,"Nha Trang, Khánh Hòa",80.0,50m² - 100m²,77500000.0,3.0,4.0,6200000000.0,5 tỷ - 10 tỷ,0
85,Đà Nẵng,"Sơn Trà, Đà Nẵng",90.0,50m² - 100m²,46110000.0,3.0,2.0,4150000000.0000005,1 tỷ - 5 tỷ,3
86,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",100.0,50m² - 100m²,130000000.0,8.0,7.0,13000000000.0,10 tỷ - 20 tỷ,3
87,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",105.0,100m² - 150m²,123810000.0,8.0,8.0,13000000000.0,10 tỷ - 20 tỷ,3
88,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",100.0,50m² - 100m²,130000000.0,7.0,7.0,13000000000.0,10 tỷ - 20 tỷ,3
89,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",100.0,50m² - 100m²,130000000.0,7.0,7.0,13000000000.0,10 tỷ - 20 tỷ,3
90,Đà Nẵng,"Hải Châu, Đà Nẵng",40.0,30m² - 50m²,52500000.0,2.0,2.0,2100000000.0,1 tỷ - 5 tỷ,3
91,Khánh Hòa,"Nha Trang, Khánh Hòa",79.5,50m² - 100m²,132070000.0,12.0,13.0,10500000000.0,10 tỷ - 20 tỷ,0
92,Khánh Hòa,"Nha Trang, Khánh Hòa",100.0,50m² - 100m²,43500000.0,3.0,4.0,4350000000.0,1 tỷ - 5 tỷ,0
93,Khánh Hòa,"Nha Trang, Khánh Hòa",340.0,250m² - 350m²,98530000.0,3.0,3.0,33500000000.0,20 tỷ - 40 tỷ,0
94,Khánh Hòa,"Nha Trang, Khánh Hòa",340.0,250m² - 350m²,98530000.0,3.0,3.0,33500000000.0,20 tỷ - 40 tỷ,0
95,Đà Nẵng,"Hòa Vang, Đà Nẵng",200.0,150m² - 250m²,125000000.0,4.0,3.0,25000000000.0,20 tỷ - 40 tỷ,3
96,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",130.0,100m² - 150m²,153080000.0,8.0,9.0,19900000000.0,10 tỷ - 20 tỷ,3
97,Đà Nẵng,"Thanh Khê, Đà Nẵng",45.0,30m² - 50m²,103330000.0,3.0,3.0,4650000000.0,1 tỷ - 5 tỷ,3
98,Đà Nẵng,"Thanh Khê, Đà Nẵng",75.0,50m² - 100m²,71330000.0,4.0,4.0,5350000000.0,5 tỷ - 10 tỷ,3
99,Đà Nẵng,"Thanh Khê, Đà Nẵng",60.0,50m² - 100m²,120000000.0,4.0,5.0,7200000000.0,5 tỷ - 10 tỷ,3
100,Đà Nẵng,"Hải Châu, Đà Nẵng",218.0,150m² - 250m²,82570000.0,5.0,5.0,18000000000.0,10 tỷ - 20 tỷ,3
101,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",595.0,Trên 500m²,924370000.0,111.0,120.0,550000000000.0,100 tỷ - 1000 tỷ,3
102,Đà Nẵng,"Hải Châu, Đà Nẵng",218.0,150m² - 250m²,82570000.0,5.0,5.0,18000000000.0,10 tỷ - 20 tỷ,3
103,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",595.0,Trên 500m²,924370000.0,111.0,120.0,550000000000.0,100 tỷ - 1000 tỷ,3
104,Đà Nẵng,"Hải Châu, Đà Nẵng",88.0,50m² - 100m²,238620000.0,8.0,8.0,21000000000.0,20 tỷ - 40 tỷ,3
105,Khánh Hòa,"Nha Trang, Khánh Hòa",67.5,50m² - 100m²,53330000.0,4.0,2.0,3600000000.0,1 tỷ - 5 tỷ,0
106,Khánh Hòa,"Nha Trang, Khánh Hòa",96.4,50m² - 100m²,114110000.0,4.0,2.0,11000000000.0,10 tỷ - 20 tỷ,0
107,Khánh Hòa,"Nha Trang, Khánh Hòa",48.4,30m² - 50m²,130160000.0,3.0,3.0,6300000000.0,5 tỷ - 10 tỷ,0
108,Đà Nẵng,"Sơn Trà, Đà Nẵng",120.0,100m² - 150m²,71670000.0,3.0,4.0,8600000000.0,5 tỷ - 10 tỷ,3
109,Đà Nẵng,"Liên Chiểu, Đà Nẵng",86.0,50m² - 100m²,50000000.0,3.0,2.0,4300000000.0,1 tỷ - 5 tỷ,3
110,Đà Nẵng,"Hải Châu, Đà Nẵng",125.0,100m² - 150m²,60800000.0,4.0,2.0,7600000000.0,5 tỷ - 10 tỷ,3
111,Đà Nẵng,"Hải Châu, Đà Nẵng",125.0,100m² - 150m²,60800000.0,4.0,2.0,7600000000.0,5 tỷ - 10 tỷ,3
112,Kiên Giang,"Phú Quốc, Kiên Giang",89.0,50m² - 100m²,84270000.0,6.0,4.0,7500000000.0,5 tỷ - 10 tỷ,1
113,Đà Nẵng,"Liên Chiểu, Đà Nẵng",75.0,50m² - 100m²,35330000.0,2.0,1.0,2650000000.0,1 tỷ - 5 tỷ,3
114,Đà Nẵng,"Liên Chiểu, Đà Nẵng",100.0,50m² - 100m²,34500000.0,3.0,2.0,3450000000.0,1 tỷ - 5 tỷ,3
115,Đà Nẵng,"Liên Chiểu, Đà Nẵng",100.0,50m² - 100m²,34500000.0,3.0,2.0,3450000000.0,1 tỷ - 5 tỷ,3
116,Kiên Giang,"Phú Quốc, Kiên Giang",475.0,350m² - 500m²,8950000.0,4.0,4.0,4250000000.0,1 tỷ - 5 tỷ,1
117,Đà Nẵng,"Hải Châu, Đà Nẵng",75.0,50m² - 100m²,71330000.0,4.0,2.0,5350000000.0,5 tỷ - 10 tỷ,3
118,Kiên Giang,"Phú Quốc, Kiên Giang",264.0,250m² - 350m²,20000000.0,2.0,2.0,5280000000.0,5 tỷ - 10 tỷ,1
119,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",100.0,50m² - 100m²,26500000.0,1.0,1.0,2650000000.0,1 tỷ - 5 tỷ,3
120,Khánh Hòa,"Nha Trang, Khánh Hòa",100.0,50m² - 100m²,65000000.0,4.0,4.0,6500000000.0,5 tỷ - 10 tỷ,0
121,Khánh Hòa,"Nha Trang, Khánh Hòa",42.0,30m² - 50m²,357140000.0,4.0,3.0,15000000000.0,10 tỷ - 20 tỷ,0
122,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",110.0,100m² - 150m²,34540000.0,2.0,1.0,3800000000.0,1 tỷ - 5 tỷ,3
123,Khánh Hòa,"Nha Trang, Khánh Hòa",100.0,50m² - 100m²,65000000.0,3.0,4.0,6500000000.0,5 tỷ - 10 tỷ,0
124,Khánh Hòa,"Nha Trang, Khánh Hòa",61.0,50m² - 100m²,101640000.0,3.0,4.0,6200000000.0,5 tỷ - 10 tỷ,0
125,Khánh Hòa,"Nha Trang, Khánh Hòa",169.6,150m² - 250m²,87850000.0,3.0,2.0,14900000000.0,10 tỷ - 20 tỷ,0
126,Khánh Hòa,"Nha Trang, Khánh Hòa",123.5,100m² - 150m²,32390000.0,5.0,4.0,4000000000.0,1 tỷ - 5 tỷ,0
127,Khánh Hòa,"Nha Trang, Khánh Hòa",123.5,100m² - 150m²,32390000.0,5.0,4.0,4000000000.0,1 tỷ - 5 tỷ,0
128,Khánh Hòa,"Nha Trang, Khánh Hòa",114.2,100m² - 150m²,24080000.0,3.0,2.0,2750000000.0,1 tỷ - 5 tỷ,0
129,Khánh Hòa,"Nha Trang, Khánh Hòa",97.0,50m² - 100m²,40720000.0,2.0,1.0,3950000000.0,1 tỷ - 5 tỷ,0
130,Khánh Hòa,"Nha Trang, Khánh Hòa",100.0,50m² - 100m²,55000000.0,4.0,4.0,5500000000.0,5 tỷ - 10 tỷ,0
131,Đà Nẵng,"Hải Châu, Đà Nẵng",87.4,50m² - 100m²,143020000.0,3.0,3.0,12500000000.0,10 tỷ - 20 tỷ,3
132,Đà Nẵng,"Thanh Khê, Đà Nẵng",55.0,50m² - 100m²,49090000.0,2.0,2.0,2700000000.0,1 tỷ - 5 tỷ,3
133,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",72.0,50m² - 100m²,52780000.0,4.0,4.0,3800000000.0,1 tỷ - 5 tỷ,3
134,Đà Nẵng,"Thanh Khê, Đà Nẵng",125.3,100m² - 150m²,40700000.0,4.0,3.0,5100000000.0,5 tỷ - 10 tỷ,3
135,Đà Nẵng,"Sơn Trà, Đà Nẵng",132.6,100m² - 150m²,59960000.0,3.0,2.0,7950000000.0,5 tỷ - 10 tỷ,3
136,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",100.0,50m² - 100m²,65000000.0,4.0,4.0,6500000000.0,5 tỷ - 10 tỷ,3
137,Đà Nẵng,"Sơn Trà, Đà Nẵng",77.0,50m² - 100m²,233770000.0,11.0,11.0,18000000000.0,10 tỷ - 20 tỷ,3
138,Đà Nẵng,"Sơn Trà, Đà Nẵng",50.0,30m² - 50m²,110000000.0,4.0,2.0,5500000000.0,5 tỷ - 10 tỷ,3
139,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",98.0,50m² - 100m²,204080000.0,14.0,14.0,20000000000.0,10 tỷ - 20 tỷ,3
140,Đà Nẵng,"Sơn Trà, Đà Nẵng",55.0,50m² - 100m²,125460000.0,3.0,2.0,6900000000.0,5 tỷ - 10 tỷ,3
141,Đà Nẵng,"Liên Chiểu, Đà Nẵng",112.5,100m² - 150m²,64000000.0,3.0,4.0,7200000000.0,5 tỷ - 10 tỷ,3
142,Đà Nẵng,"Liên Chiểu, Đà Nẵng",73.2,50m² - 100m²,62570000.0,3.0,3.0,4580000000.0,1 tỷ - 5 tỷ,3
143,Đà Nẵng,"Liên Chiểu, Đà Nẵng",80.0,50m² - 100m²,63750000.0,3.0,4.0,5100000000.0,5 tỷ - 10 tỷ,3
144,Khánh Hòa,"Nha Trang, Khánh Hòa",280.0,250m² - 350m²,167860000.0,3.0,3.0,47000000000.0,40 tỷ - 60 tỷ,0
145,Đà Nẵng,"Hải Châu, Đà Nẵng",76.0,50m² - 100m²,95400000.0,4.0,6.0,7250000000.0,5 tỷ - 10 tỷ,3
146,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",180.0,150m² - 250m²,244440000.0,8.0,10.0,44000000000.0,40 tỷ - 60 tỷ,3
147,Đà Nẵng,"Hải Châu, Đà Nẵng",55.0,50m² - 100m²,150910000.0,5.0,4.0,8300000000.000001,5 tỷ - 10 tỷ,3
148,Khánh Hòa,"Nha Trang, Khánh Hòa",93.5,50m² - 100m²,90910000.0,4.0,4.0,8500000000.0,5 tỷ - 10 tỷ,0
149,Đà Nẵng,"Thanh Khê, Đà Nẵng",78.8,50m² - 100m²,73600000.0,3.0,3.0,5800000000.0,5 tỷ - 10 tỷ,3
150,Khánh Hòa,"Nha Trang, Khánh Hòa",67.5,50m² - 100m²,53330000.0,4.0,3.0,3600000000.0,1 tỷ - 5 tỷ,0
151,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",117.5,100m² - 150m²,137870000.0,4.0,5.0,16200000000.0,10 tỷ - 20 tỷ,3
152,Khánh Hòa,"Nha Trang, Khánh Hòa",73.0,50m² - 100m²,50000000.0,3.0,2.0,3650000000.0,1 tỷ - 5 tỷ,0
153,Đà Nẵng,"Hải Châu, Đà Nẵng",73.0,50m² - 100m²,98630000.0,3.0,3.0,7200000000.0,5 tỷ - 10 tỷ,3
154,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",616.0,Trên 500m²,53570000.0,3.0,3.0,33000000000.0,20 tỷ - 40 tỷ,3
155,Khánh Hòa,"Nha Trang, Khánh Hòa",450.0,350m² - 500m²,66670000.0,3.0,4.0,30000000000.0,20 tỷ - 40 tỷ,0
156,Đà Nẵng,"Liên Chiểu, Đà Nẵng",120.0,100m² - 150m²,39170000.0,4.0,3.0,4700000000.0,1 tỷ - 5 tỷ,3
157,Đà Nẵng,"Liên Chiểu, Đà Nẵng",120.0,100m² - 150m²,39170000.0,4.0,3.0,4700000000.0,1 tỷ - 5 tỷ,3
158,Khánh Hòa,"Nha Trang, Khánh Hòa",410.0,350m² - 500m²,90240000.0,3.0,3.0,37000000000.0,20 tỷ - 40 tỷ,0
159,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",110.0,100m² - 150m²,43640000.0,5.0,4.0,4800000000.0,1 tỷ - 5 tỷ,3
160,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",110.0,100m² - 150m²,43640000.0,5.0,4.0,4800000000.0,1 tỷ - 5 tỷ,3
161,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",250.0,150m² - 250m²,75600000.0,10.0,9.0,18900000000.0,10 tỷ - 20 tỷ,3
162,Đà Nẵng,"Sơn Trà, Đà Nẵng",102.5,100m² - 150m²,170730000.0,13.0,14.0,17500000000.0,10 tỷ - 20 tỷ,3
163,Đà Nẵng,"Sơn Trà, Đà Nẵng",102.5,100m² - 150m²,170730000.0,13.0,14.0,17500000000.0,10 tỷ - 20 tỷ,3
164,Khánh Hòa,"Nha Trang, Khánh Hòa",50.0,30m² - 50m²,15000000.0,1.0,1.0,750000000.0,500 triệu - 1 tỷ,0
165,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",108.0,100m² - 150m²,46760000.0,2.0,2.0,5050000000.0,5 tỷ - 10 tỷ,3
166,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",108.0,100m² - 150m²,46760000.0,2.0,2.0,5050000000.0,5 tỷ - 10 tỷ,3
167,Khánh Hòa,"Nha Trang, Khánh Hòa",100.0,50m² - 100m²,59500000.0,3.0,3.0,5950000000.0,5 tỷ - 10 tỷ,0
168,Khánh Hòa,"Nha Trang, Khánh Hòa",100.0,50m² - 100m²,57000000.0,3.0,4.0,5700000000.0,5 tỷ - 10 tỷ,0
169,Khánh Hòa,"Nha Trang, Khánh Hòa",100.0,50m² - 100m²,57000000.0,3.0,4.0,5700000000.0,5 tỷ - 10 tỷ,0
170,Đà Nẵng,"Cẩm Lệ, Đà Nẵng",70.0,50m² - 100m²,84290000.0,4.0,3.0,5900000000.0,5 tỷ - 10 tỷ,3
171,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",315.0,250m² - 350m²,66670000.0,5.0,6.0,21000000000.0,20 tỷ - 40 tỷ,3
172,Khánh Hòa,"Nha Trang, Khánh Hòa",72.9,50m² - 100m²,37720000.0,3.0,2.0,2750000000.0,1 tỷ - 5 tỷ,0
