,Province,Location,Area,AreaSegment,Price/m2,BedRoom,Toilet,Price,PriceSegment,Province_encoded
462,Bình Dương,"Thủ Dầu Một, Bình Dương",132.0,100m² - 150m²,22350000.0,4.0,3.0,2950000000.0,1 tỷ - 5 tỷ,0
463,Bình Dương,"Thủ Dầu Một, Bình Dương",140.0,100m² - 150m²,19930000.0,3.0,2.0,2790000000.0,1 tỷ - 5 tỷ,0
464,Đồng Nai,"Biên Hòa, Đồng Nai",72.0,50m² - 100m²,44440000.0,3.0,3.0,3200000000.0,1 tỷ - 5 tỷ,2
465,Long An,"Bến Lức, Long An",90.0,50m² - 100m²,35560000.0,4.0,4.0,3200000000.0,1 tỷ - 5 tỷ,1
466,Bình Dương,"Dĩ An, Bình Dương",192.0,150m² - 250m²,41410000.0,9.0,9.0,7950000000.0,5 tỷ - 10 tỷ,0
467,Bình Dương,"Thuận An, Bình Dương",60.0,50m² - 100m²,44330000.0,3.0,3.0,2660000000.0,1 tỷ - 5 tỷ,0
468,Bình Dương,"Bến Cát, Bình Dương",100.0,50m² - 100m²,23000000.0,4.0,3.0,2300000000.0,1 tỷ - 5 tỷ,0
469,Long An,"Bến Lức, Long An",150.0,100m² - 150m²,42000000.0,4.0,3.0,6300000000.0,5 tỷ - 10 tỷ,1
470,Long An,"Bến Lức, Long An",225.0,150m² - 250m²,55560000.0,4.0,3.0,12500000000.0,10 tỷ - 20 tỷ,1
471,Đồng Nai,"Biên Hòa, Đồng Nai",71.5,50m² - 100m²,40560000.0,3.0,2.0,2900000000.0,1 tỷ - 5 tỷ,2
472,Bình Dương,"Dĩ An, Bình Dương",68.9,50m² - 100m²,52250000.0,3.0,3.0,3600000000.0,1 tỷ - 5 tỷ,0
473,Bình Dương,"Dĩ An, Bình Dương",96.6,50m² - 100m²,56940000.0,9.0,8.0,5500000000.0,5 tỷ - 10 tỷ,0
474,Đồng Nai,"Biên Hòa, Đồng Nai",80.0,50m² - 100m²,34380000.0,3.0,2.0,2750000000.0,1 tỷ - 5 tỷ,2
475,Bình Dương,"Thuận An, Bình Dương",60.0,50m² - 100m²,44330000.0,3.0,3.0,2660000000.0,1 tỷ - 5 tỷ,0
476,Đồng Nai,"Nhơn Trạch, Đồng Nai",334.0,250m² - 350m²,62580000.0,5.0,5.0,20900000000.0,20 tỷ - 40 tỷ,2
477,Đồng Nai,"Biên Hòa, Đồng Nai",100.0,50m² - 100m²,45000000.0,4.0,3.0,4500000000.0,1 tỷ - 5 tỷ,2
478,Bình Dương,"Dĩ An, Bình Dương",86.0,50m² - 100m²,53490000.0,2.0,2.0,4600000000.0,1 tỷ - 5 tỷ,0
479,Bình Dương,"Dĩ An, Bình Dương",60.0,50m² - 100m²,71670000.0,3.0,2.0,4300000000.0,1 tỷ - 5 tỷ,0
480,Bình Dương,"Thuận An, Bình Dương",60.0,50m² - 100m²,44330000.0,3.0,3.0,2660000000.0,1 tỷ - 5 tỷ,0
481,Bình Dương,"Bến Cát, Bình Dương",100.0,50m² - 100m²,23000000.0,4.0,3.0,2300000000.0,1 tỷ - 5 tỷ,0
482,Long An,"Bến Lức, Long An",150.0,100m² - 150m²,42000000.0,4.0,3.0,6300000000.0,5 tỷ - 10 tỷ,1
483,Long An,"Bến Lức, Long An",225.0,150m² - 250m²,55560000.0,4.0,3.0,12500000000.0,10 tỷ - 20 tỷ,1
484,Đồng Nai,"Biên Hòa, Đồng Nai",71.5,50m² - 100m²,40560000.0,3.0,2.0,2900000000.0,1 tỷ - 5 tỷ,2
485,Bình Dương,"Dĩ An, Bình Dương",68.9,50m² - 100m²,52250000.0,3.0,3.0,3600000000.0,1 tỷ - 5 tỷ,0
486,Bình Dương,"Dĩ An, Bình Dương",96.6,50m² - 100m²,56940000.0,9.0,8.0,5500000000.0,5 tỷ - 10 tỷ,0
487,Đồng Nai,"Biên Hòa, Đồng Nai",80.0,50m² - 100m²,34380000.0,3.0,2.0,2750000000.0,1 tỷ - 5 tỷ,2
488,Bình Dương,"Thuận An, Bình Dương",60.0,50m² - 100m²,44330000.0,3.0,3.0,2660000000.0,1 tỷ - 5 tỷ,0
489,Đồng Nai,"Nhơn Trạch, Đồng Nai",334.0,250m² - 350m²,62580000.0,5.0,5.0,20900000000.0,20 tỷ - 40 tỷ,2
490,Đồng Nai,"Biên Hòa, Đồng Nai",100.0,50m² - 100m²,45000000.0,4.0,3.0,4500000000.0,1 tỷ - 5 tỷ,2
491,Bình Dương,"Dĩ An, Bình Dương",86.0,50m² - 100m²,53490000.0,2.0,2.0,4600000000.0,1 tỷ - 5 tỷ,0
492,Bình Dương,"Dĩ An, Bình Dương",60.0,50m² - 100m²,71670000.0,3.0,2.0,4300000000.0,1 tỷ - 5 tỷ,0
493,Bình Dương,"Dĩ An, Bình Dương",102.0,100m² - 150m²,73530000.0,6.0,6.0,7500000000.0,5 tỷ - 10 tỷ,0
494,Long An,"Tân An, Long An",100.0,50m² - 100m²,34000000.0,2.0,2.0,3400000000.0,1 tỷ - 5 tỷ,1
495,Bình Dương,"Thủ Dầu Một, Bình Dương",110.0,100m² - 150m²,19990000.0,2.0,1.0,2200000000.0,1 tỷ - 5 tỷ,0
496,Bình Dương,"Dĩ An, Bình Dương",433.0,350m² - 500m²,36950000.0,3.0,1.0,16000000000.0,10 tỷ - 20 tỷ,0
497,Bình Dương,"Dĩ An, Bình Dương",219.3,150m² - 250m²,75240000.0,4.0,2.0,16500000000.0,10 tỷ - 20 tỷ,0
498,Bình Dương,"Dĩ An, Bình Dương",85.0,50m² - 100m²,88240000.0,6.0,3.0,7500000000.0,5 tỷ - 10 tỷ,0
499,Bình Dương,"Dĩ An, Bình Dương",183.0,150m² - 250m²,68310000.0,20.0,20.0,12500000000.0,10 tỷ - 20 tỷ,0
500,Bình Dương,"Dĩ An, Bình Dương",876.7,Trên 500m²,20530000.0,10.0,2.0,18000000000.0,10 tỷ - 20 tỷ,0
501,Bình Dương,"Thủ Dầu Một, Bình Dương",1000.0,Trên 500m²,150000000.0,2.0,2.0,150000000000.0,100 tỷ - 1000 tỷ,0
502,Bình Dương,"Dĩ An, Bình Dương",125.0,100m² - 150m²,53600000.0,2.0,1.0,6700000000.0,5 tỷ - 10 tỷ,0
503,Bình Dương,"Dĩ An, Bình Dương",60.0,50m² - 100m²,91670000.0,4.0,6.0,5500000000.0,5 tỷ - 10 tỷ,0
504,Bình Dương,"Dĩ An, Bình Dương",255.0,250m² - 350m²,54900000.0,6.0,5.0,14000000000.0,10 tỷ - 20 tỷ,0
505,Long An,"Tân An, Long An",100.0,50m² - 100m²,125000000.0,6.0,5.0,12500000000.0,10 tỷ - 20 tỷ,1
506,Bình Dương,"Dĩ An, Bình Dương",100.0,50m² - 100m²,35000000.0,3.0,2.0,3500000000.0,1 tỷ - 5 tỷ,0
507,Đồng Nai,"Biên Hòa, Đồng Nai",72.0,50m² - 100m²,44440000.0,3.0,3.0,3200000000.0,1 tỷ - 5 tỷ,2
508,Bình Dương,"Dĩ An, Bình Dương",300.0,250m² - 350m²,47670000.0,36.0,36.0,14300000000.0,10 tỷ - 20 tỷ,0
509,Bình Dương,"Thuận An, Bình Dương",1177.0,Trên 500m²,18690000.0,10.0,7.0,22000000000.0,20 tỷ - 40 tỷ,0
510,Đồng Nai,"Biên Hòa, Đồng Nai",75.0,50m² - 100m²,31330000.0,3.0,3.0,2350000000.0,1 tỷ - 5 tỷ,2
511,Đồng Nai,"Biên Hòa, Đồng Nai",76.0,50m² - 100m²,22100000.0,2.0,2.0,1680000000.0,1 tỷ - 5 tỷ,2
512,Đồng Nai,"Biên Hòa, Đồng Nai",20.0,Dưới 30m²,63000000.0,2.0,2.0,1260000000.0,1 tỷ - 5 tỷ,2
513,Đồng Nai,"Biên Hòa, Đồng Nai",82.8,50m² - 100m²,28990000.0,3.0,2.0,2400000000.0,1 tỷ - 5 tỷ,2
514,Đồng Nai,"Biên Hòa, Đồng Nai",11.0,Dưới 30m²,44540000.0,1.0,1.0,490000000.0,Dưới 500 triệu,2
515,Đồng Nai,"Biên Hòa, Đồng Nai",106.0,100m² - 150m²,31600000.0,2.0,3.0,3350000000.0,1 tỷ - 5 tỷ,2
516,Đồng Nai,"Biên Hòa, Đồng Nai",77.7,50m² - 100m²,47620000.0,2.0,2.0,3700000000.0,1 tỷ - 5 tỷ,2
517,Bình Dương,"Thuận An, Bình Dương",50.0,30m² - 50m²,46000000.0,2.0,2.0,2300000000.0,1 tỷ - 5 tỷ,0
518,Bình Dương,"Dĩ An, Bình Dương",93.5,50m² - 100m²,36150000.0,2.0,2.0,3380000000.0,1 tỷ - 5 tỷ,0
519,Bình Dương,"Thủ Dầu Một, Bình Dương",97.5,50m² - 100m²,11640000.0,3.0,2.0,1140000000.0,1 tỷ - 5 tỷ,0
520,Bình Dương,"Thủ Dầu Một, Bình Dương",74.3,50m² - 100m²,46430000.0,3.0,2.0,3450000000.0,1 tỷ - 5 tỷ,0
521,Bình Dương,"Thuận An, Bình Dương",245.0,150m² - 250m²,30610000.0,3.0,1.0,7500000000.0,5 tỷ - 10 tỷ,0
522,Bình Dương,"Thuận An, Bình Dương",60.0,50m² - 100m²,50000000.0,2.0,2.0,3000000000.0,1 tỷ - 5 tỷ,0
523,Bình Dương,"Bến Cát, Bình Dương",204.0,150m² - 250m²,15690000.0,3.0,2.0,3200000000.0,1 tỷ - 5 tỷ,0
524,Bình Dương,"Thủ Dầu Một, Bình Dương",80.0,50m² - 100m²,41880000.0,3.0,2.0,3350000000.0,1 tỷ - 5 tỷ,0
525,Bình Dương,"Thủ Dầu Một, Bình Dương",84.0,50m² - 100m²,40360000.0,3.0,2.0,3390000000.0,1 tỷ - 5 tỷ,0
526,Long An,"Đức Hòa, Long An",84.0,50m² - 100m²,30360000.0,3.0,3.0,2550000000.0,1 tỷ - 5 tỷ,1
527,Long An,"Đức Hòa, Long An",84.0,50m² - 100m²,30360000.0,3.0,3.0,2550000000.0,1 tỷ - 5 tỷ,1
528,Bình Dương,"Thuận An, Bình Dương",185.0,150m² - 250m²,56760000.0,4.0,5.0,10500000000.0,10 tỷ - 20 tỷ,0
529,Long An,"Đức Hòa, Long An",115.0,100m² - 150m²,10870000.0,2.0,1.0,1250000000.0,1 tỷ - 5 tỷ,1
530,Long An,"Đức Hòa, Long An",90.0,50m² - 100m²,20560000.0,3.0,2.0,1850000000.0,1 tỷ - 5 tỷ,1
531,Long An,"Đức Hòa, Long An",56.0,50m² - 100m²,17500000.0,3.0,2.0,980000000.0,500 triệu - 1 tỷ,1
532,Long An,"Cần Giuộc, Long An",104.0,100m² - 150m²,26920000.0,4.0,2.0,2800000000.0,1 tỷ - 5 tỷ,1
533,Bình Dương,"Thuận An, Bình Dương",60.0,50m² - 100m²,45830000.0,4.0,3.0,2750000000.0,1 tỷ - 5 tỷ,0
534,Long An,"Bến Lức, Long An",225.0,150m² - 250m²,35560000.0,5.0,4.0,8000000000.0,5 tỷ - 10 tỷ,1
535,Bình Dương,"Thuận An, Bình Dương",65.0,50m² - 100m²,38460000.0,4.0,3.0,2500000000.0,1 tỷ - 5 tỷ,0
536,Bình Dương,"Tân Uyên, Bình Dương",100.0,50m² - 100m²,31000000.0,3.0,3.0,3100000000.0,1 tỷ - 5 tỷ,0
537,Đồng Nai,"Biên Hòa, Đồng Nai",50.0,30m² - 50m²,110000000.0,2.0,2.0,5500000000.0,5 tỷ - 10 tỷ,2
538,Bình Dương,"Thuận An, Bình Dương",100.0,50m² - 100m²,40000000.0,4.0,3.0,4000000000.0,1 tỷ - 5 tỷ,0
539,Bình Dương,"Thuận An, Bình Dương",77.0,50m² - 100m²,35060000.0,2.0,1.0,2700000000.0,1 tỷ - 5 tỷ,0
540,Bình Dương,"Tân Uyên, Bình Dương",100.0,50m² - 100m²,52000000.0,3.0,4.0,5200000000.0,5 tỷ - 10 tỷ,0
541,Bình Dương,"Tân Uyên, Bình Dương",100.0,50m² - 100m²,55000000.0,4.0,4.0,5500000000.0,5 tỷ - 10 tỷ,0
542,Bình Dương,"Tân Uyên, Bình Dương",100.0,50m² - 100m²,55000000.0,4.0,4.0,5500000000.0,5 tỷ - 10 tỷ,0
543,Đồng Nai,"Vĩnh Cửu, Đồng Nai",108.0,100m² - 150m²,18520000.0,4.0,3.0,2000000000.0,1 tỷ - 5 tỷ,2
544,Đồng Nai,"Vĩnh Cửu, Đồng Nai",100.0,50m² - 100m²,23500000.0,3.0,3.0,2350000000.0,1 tỷ - 5 tỷ,2
545,Bình Dương,"Thuận An, Bình Dương",67.5,50m² - 100m²,44440000.0,3.0,3.0,3000000000.0,1 tỷ - 5 tỷ,0
546,Đồng Nai,"Biên Hòa, Đồng Nai",64.0,50m² - 100m²,35160000.0,3.0,2.0,2250000000.0,1 tỷ - 5 tỷ,2
547,Bình Dương,"Thuận An, Bình Dương",50.0,30m² - 50m²,46000000.0,2.0,2.0,2300000000.0,1 tỷ - 5 tỷ,0
548,Bình Dương,"Bến Cát, Bình Dương",75.0,50m² - 100m²,29330000.0,2.0,2.0,2200000000.0,1 tỷ - 5 tỷ,0
549,Bình Dương,"Thuận An, Bình Dương",129.5,100m² - 150m²,48260000.0,4.0,4.0,6250000000.0,5 tỷ - 10 tỷ,0
550,Bình Dương,"Bến Cát, Bình Dương",400.0,350m² - 500m²,21750000.0,3.0,3.0,8700000000.0,5 tỷ - 10 tỷ,0
551,Bình Dương,"Bến Cát, Bình Dương",85.0,50m² - 100m²,19410000.0,2.0,2.0,1650000000.0,1 tỷ - 5 tỷ,0
552,Bình Dương,"Thuận An, Bình Dương",114.0,100m² - 150m²,57020000.0,3.0,3.0,6500000000.0,5 tỷ - 10 tỷ,0
553,Đồng Nai,"Biên Hòa, Đồng Nai",105.0,100m² - 150m²,18860000.0,3.0,2.0,1980000000.0,1 tỷ - 5 tỷ,2
554,Bình Dương,"Thuận An, Bình Dương",100.0,50m² - 100m²,51000000.0,4.0,3.0,5100000000.0,5 tỷ - 10 tỷ,0
555,Bình Dương,"Thuận An, Bình Dương",80.0,50m² - 100m²,22880000.0,3.0,3.0,1830000000.0,1 tỷ - 5 tỷ,0
556,Bình Dương,"Bến Cát, Bình Dương",320.6,250m² - 350m²,2430000.0,9.0,9.0,780000000.0,500 triệu - 1 tỷ,0
557,Bình Dương,"Thuận An, Bình Dương",300.0,250m² - 350m²,36670000.0,4.0,4.0,11000000000.0,10 tỷ - 20 tỷ,0
558,Đồng Nai,"Biên Hòa, Đồng Nai",289.0,250m² - 350m²,89960000.0,33.0,8.0,26000000000.0,20 tỷ - 40 tỷ,2
559,Đồng Nai,"Biên Hòa, Đồng Nai",289.0,250m² - 350m²,89960000.0,33.0,8.0,26000000000.0,20 tỷ - 40 tỷ,2
560,Đồng Nai,"Biên Hòa, Đồng Nai",160.0,150m² - 250m²,87500000.0,5.0,3.0,14000000000.0,10 tỷ - 20 tỷ,2
561,Bình Dương,"Thủ Dầu Một, Bình Dương",102.0,100m² - 150m²,6370000.0,3.0,2.0,650000000.0,500 triệu - 1 tỷ,0
562,Bình Dương,"Bến Cát, Bình Dương",300.0,250m² - 350m²,35000000.0,4.0,4.0,10500000000.0,10 tỷ - 20 tỷ,0
563,Bình Dương,"Bến Cát, Bình Dương",300.0,250m² - 350m²,35000000.0,4.0,4.0,10500000000.0,10 tỷ - 20 tỷ,0
564,Bình Dương,"Thuận An, Bình Dương",100.0,50m² - 100m²,48000000.0,3.0,3.0,4800000000.0,1 tỷ - 5 tỷ,0
565,Bình Dương,"Dĩ An, Bình Dương",356.0,350m² - 500m²,33710000.0,2.0,2.0,12000000000.0,10 tỷ - 20 tỷ,0
566,Đồng Nai,"Biên Hòa, Đồng Nai",61.0,50m² - 100m²,49180000.0,3.0,3.0,3000000000.0,1 tỷ - 5 tỷ,2
567,Bình Dương,"Dĩ An, Bình Dương",100.0,50m² - 100m²,34800000.0,3.0,2.0,3480000000.0,1 tỷ - 5 tỷ,0
568,Bình Dương,"Thuận An, Bình Dương",60.0,50m² - 100m²,50000000.0,3.0,3.0,3000000000.0,1 tỷ - 5 tỷ,0
569,Bình Dương,"Thuận An, Bình Dương",60.0,50m² - 100m²,58330000.0,3.0,3.0,3500000000.0,1 tỷ - 5 tỷ,0
570,Long An,"Đức Hòa, Long An",192.0,150m² - 250m²,22660000.0,3.0,2.0,4350000000.0,1 tỷ - 5 tỷ,1
571,Long An,"Bến Lức, Long An",112.0,100m² - 150m²,21430000.0,5.0,4.0,2400000000.0,1 tỷ - 5 tỷ,1
572,Đồng Nai,"Nhơn Trạch, Đồng Nai",144.5,100m² - 150m²,38060000.0,4.0,4.0,5500000000.0,5 tỷ - 10 tỷ,2
573,Đồng Nai,"Nhơn Trạch, Đồng Nai",144.5,100m² - 150m²,38060000.0,4.0,4.0,5500000000.0,5 tỷ - 10 tỷ,2
574,Đồng Nai,"Biên Hòa, Đồng Nai",84.0,50m² - 100m²,45240000.0,3.0,2.0,3800000000.0,1 tỷ - 5 tỷ,2
575,Đồng Nai,"Biên Hòa, Đồng Nai",76.0,50m² - 100m²,42100000.0,4.0,3.0,3200000000.0,1 tỷ - 5 tỷ,2
576,Long An,"Bến Lức, Long An",68.0,50m² - 100m²,27940000.0,2.0,2.0,1900000000.0,1 tỷ - 5 tỷ,1
577,Bình Dương,"Bến Cát, Bình Dương",120.0,100m² - 150m²,6580000.0,3.0,2.0,790000000.0,500 triệu - 1 tỷ,0
578,Bình Dương,"Thuận An, Bình Dương",53.0,50m² - 100m²,52830000.0,4.0,3.0,2800000000.0,1 tỷ - 5 tỷ,0
579,Đồng Nai,"Nhơn Trạch, Đồng Nai",520.0,Trên 500m²,86540000.0,4.0,4.0,45000000000.0,40 tỷ - 60 tỷ,2
580,Đồng Nai,"Nhơn Trạch, Đồng Nai",336.0,250m² - 350m²,74400000.0,3.0,4.0,25000000000.0,20 tỷ - 40 tỷ,2
581,Long An,"Đức Hòa, Long An",88.0,50m² - 100m²,7390000.0,3.0,2.0,650000000.0,500 triệu - 1 tỷ,1
582,Đồng Nai,"Vĩnh Cửu, Đồng Nai",100.0,50m² - 100m²,25900000.0,3.0,2.0,2590000000.0,1 tỷ - 5 tỷ,2
583,Bình Dương,"Bến Cát, Bình Dương",100.0,50m² - 100m²,6500000.0,3.0,3.0,650000000.0,500 triệu - 1 tỷ,0
584,Đồng Nai,"Biên Hòa, Đồng Nai",200.0,150m² - 250m²,45500000.0,4.0,4.0,9100000000.0,5 tỷ - 10 tỷ,2
585,Bình Dương,"Thuận An, Bình Dương",60.0,50m² - 100m²,44170000.0,3.0,3.0,2650000000.0,1 tỷ - 5 tỷ,0
586,Bình Dương,"Bến Cát, Bình Dương",300.0,250m² - 350m²,3170000.0,12.0,12.0,950000000.0,500 triệu - 1 tỷ,0
587,Bình Dương,"Bàu Bàng, Bình Dương",150.0,100m² - 150m²,11660000.0,6.0,5.0,1750000000.0,1 tỷ - 5 tỷ,0
588,Đồng Nai,"Biên Hòa, Đồng Nai",72.0,50m² - 100m²,44440000.0,4.0,3.0,3200000000.0,1 tỷ - 5 tỷ,2
589,Đồng Nai,"Nhơn Trạch, Đồng Nai",320.0,250m² - 350m²,55620000.0,5.0,3.0,17800000000.0,10 tỷ - 20 tỷ,2
590,Đồng Nai,"Nhơn Trạch, Đồng Nai",160.0,150m² - 250m²,53120000.0,3.0,2.0,8500000000.0,5 tỷ - 10 tỷ,2
591,Đồng Nai,"Nhơn Trạch, Đồng Nai",160.0,150m² - 250m²,53120000.0,3.0,2.0,8500000000.0,5 tỷ - 10 tỷ,2
592,Bình Dương,"Dĩ An, Bình Dương",147.0,100m² - 150m²,30950000.0,2.0,2.0,4550000000.0,1 tỷ - 5 tỷ,0
593,Bình Dương,"Dĩ An, Bình Dương",147.0,100m² - 150m²,30950000.0,2.0,2.0,4550000000.0,1 tỷ - 5 tỷ,0
594,Bình Dương,"Thủ Dầu Một, Bình Dương",167.9,150m² - 250m²,29180000.0,2.0,2.0,4900000000.0,1 tỷ - 5 tỷ,0
595,Đồng Nai,"Biên Hòa, Đồng Nai",90.0,50m² - 100m²,131110000.00000001,4.0,3.0,11800000000.0,10 tỷ - 20 tỷ,2
596,Bình Dương,"Thuận An, Bình Dương",100.0,50m² - 100m²,64000000.0,3.0,4.0,6400000000.0,5 tỷ - 10 tỷ,0
597,Đồng Nai,"Biên Hòa, Đồng Nai",240.0,150m² - 250m²,58330000.0,4.0,5.0,14000000000.0,10 tỷ - 20 tỷ,2
598,Đồng Nai,"Biên Hòa, Đồng Nai",68.0,50m² - 100m²,124260000.0,3.0,2.0,8449999999.999999,5 tỷ - 10 tỷ,2
599,Bình Dương,"Thuận An, Bình Dương",55.0,50m² - 100m²,41460000.0,2.0,1.0,2280000000.0,1 tỷ - 5 tỷ,0
600,Bình Dương,"Thuận An, Bình Dương",55.0,50m² - 100m²,41460000.0,2.0,1.0,2280000000.0,1 tỷ - 5 tỷ,0
601,Bình Dương,"Thuận An, Bình Dương",103.0,100m² - 150m²,26120000.0,2.0,1.0,2690000000.0,1 tỷ - 5 tỷ,0
602,Bình Dương,"Thuận An, Bình Dương",190.0,150m² - 250m²,16210000.0,9.0,9.0,3080000000.0,1 tỷ - 5 tỷ,0
603,Bình Dương,"Thuận An, Bình Dương",301.0,250m² - 350m²,23260000.0,9.0,9.0,7000000000.0,5 tỷ - 10 tỷ,0
604,Bình Dương,"Dĩ An, Bình Dương",48.0,30m² - 50m²,45830000.0,2.0,1.0,2200000000.0,1 tỷ - 5 tỷ,0
605,Đồng Nai,"Biên Hòa, Đồng Nai",80.0,50m² - 100m²,34380000.0,3.0,2.0,2750000000.0,1 tỷ - 5 tỷ,2
606,Đồng Nai,"Biên Hòa, Đồng Nai",102.0,100m² - 150m²,25000000.0,3.0,2.0,2550000000.0,1 tỷ - 5 tỷ,2
607,Đồng Nai,"Biên Hòa, Đồng Nai",147.0,100m² - 150m²,136050000.0,2.0,2.0,20000000000.0,10 tỷ - 20 tỷ,2
608,Đồng Nai,"Biên Hòa, Đồng Nai",81.0,50m² - 100m²,41360000.0,1.0,1.0,3350000000.0,1 tỷ - 5 tỷ,2
609,Đồng Nai,"Biên Hòa, Đồng Nai",80.0,50m² - 100m²,35000000.0,4.0,2.0,2800000000.0,1 tỷ - 5 tỷ,2
610,Đồng Nai,"Biên Hòa, Đồng Nai",110.0,100m² - 150m²,78180000.0,4.0,5.0,8600000000.0,5 tỷ - 10 tỷ,2
611,Đồng Nai,"Biên Hòa, Đồng Nai",78.0,50m² - 100m²,20390000.0,4.0,4.0,1590000000.0,1 tỷ - 5 tỷ,2
612,Đồng Nai,"Biên Hòa, Đồng Nai",92.0,50m² - 100m²,34780000.0,4.0,3.0,3200000000.0,1 tỷ - 5 tỷ,2
613,Đồng Nai,"Biên Hòa, Đồng Nai",156.0,150m² - 250m²,35260000.0,2.0,2.0,5500000000.0,5 tỷ - 10 tỷ,2
614,Đồng Nai,"Biên Hòa, Đồng Nai",84.0,50m² - 100m²,79760000.0,4.0,4.0,6700000000.0,5 tỷ - 10 tỷ,2
615,Đồng Nai,"Biên Hòa, Đồng Nai",110.0,100m² - 150m²,77270000.0,4.0,4.0,8500000000.0,5 tỷ - 10 tỷ,2
616,Bình Dương,"Thuận An, Bình Dương",75.0,50m² - 100m²,26400000.0,2.0,1.0,1980000000.0,1 tỷ - 5 tỷ,0
617,Bình Dương,"Thủ Dầu Một, Bình Dương",73.0,50m² - 100m²,34250000.0,2.0,2.0,2500000000.0,1 tỷ - 5 tỷ,0
618,Đồng Nai,"Biên Hòa, Đồng Nai",90.0,50m² - 100m²,98890000.0,4.0,4.0,8900000000.0,5 tỷ - 10 tỷ,2
619,Đồng Nai,"Biên Hòa, Đồng Nai",60.0,50m² - 100m²,55000000.0,3.0,3.0,3300000000.0,1 tỷ - 5 tỷ,2
620,Bình Dương,"Thủ Dầu Một, Bình Dương",100.0,50m² - 100m²,12500000.0,1.0,1.0,1250000000.0,1 tỷ - 5 tỷ,0
621,Bình Dương,"Thủ Dầu Một, Bình Dương",97.9,50m² - 100m²,23490000.0,3.0,2.0,2300000000.0,1 tỷ - 5 tỷ,0
622,Bình Dương,"Thủ Dầu Một, Bình Dương",256.0,250m² - 350m²,25390000.0,7.0,8.0,6500000000.0,5 tỷ - 10 tỷ,0
623,Bình Dương,"Thủ Dầu Một, Bình Dương",67.0,50m² - 100m²,126870000.0,2.0,2.0,8500000000.0,5 tỷ - 10 tỷ,0
624,Long An,"Bến Lức, Long An",70.0,50m² - 100m²,28290000.0,2.0,3.0,1980000000.0,1 tỷ - 5 tỷ,1
625,Đồng Nai,"Vĩnh Cửu, Đồng Nai",93.5,50m² - 100m²,21180000.0,3.0,2.0,1980000000.0,1 tỷ - 5 tỷ,2
626,Bình Dương,"Bến Cát, Bình Dương",80.0,50m² - 100m²,19120000.0,2.0,2.0,1530000000.0,1 tỷ - 5 tỷ,0
627,Bình Dương,"Dĩ An, Bình Dương",60.7,50m² - 100m²,45300000.0,3.0,2.0,2750000000.0,1 tỷ - 5 tỷ,0
628,Bình Dương,"Thuận An, Bình Dương",62.0,50m² - 100m²,56450000.0,4.0,4.0,3500000000.0,1 tỷ - 5 tỷ,0
629,Bình Dương,"Dĩ An, Bình Dương",73.0,50m² - 100m²,56160000.0,3.0,4.0,4099999999.9999995,1 tỷ - 5 tỷ,0
630,Bình Dương,"Thủ Dầu Một, Bình Dương",151.0,150m² - 250m²,36420000.0,2.0,2.0,5500000000.0,5 tỷ - 10 tỷ,0
631,Bình Dương,"Dĩ An, Bình Dương",96.6,50m² - 100m²,56940000.0,3.0,4.0,5500000000.0,5 tỷ - 10 tỷ,0
632,Bình Dương,"Thủ Dầu Một, Bình Dương",100.0,50m² - 100m²,75000000.0,3.0,3.0,7500000000.0,5 tỷ - 10 tỷ,0
633,Bình Dương,"Thủ Dầu Một, Bình Dương",100.0,50m² - 100m²,21000000.0,2.0,2.0,2100000000.0,1 tỷ - 5 tỷ,0
634,Bình Dương,"Thủ Dầu Một, Bình Dương",90.0,50m² - 100m²,42780000.0,3.0,2.0,3850000000.0,1 tỷ - 5 tỷ,0
635,Đồng Nai,"Biên Hòa, Đồng Nai",300.0,250m² - 350m²,26330000.0,3.0,3.0,7900000000.0,5 tỷ - 10 tỷ,2
636,Đồng Nai,"Biên Hòa, Đồng Nai",300.0,250m² - 350m²,26330000.0,3.0,3.0,7900000000.0,5 tỷ - 10 tỷ,2
637,Bình Dương,"Thủ Dầu Một, Bình Dương",693.0,Trên 500m²,18610000.0,5.0,2.0,12900000000.0,10 tỷ - 20 tỷ,0
638,Bình Dương,"Thủ Dầu Một, Bình Dương",80.0,50m² - 100m²,41880000.0,3.0,2.0,3350000000.0,1 tỷ - 5 tỷ,0
639,Bình Dương,"Thuận An, Bình Dương",135.0,100m² - 150m²,33330000.0,16.0,16.0,4500000000.0,1 tỷ - 5 tỷ,0
640,Đồng Nai,"Long Khánh, Đồng Nai",120.0,100m² - 150m²,12920000.0,3.0,1.0,1550000000.0,1 tỷ - 5 tỷ,2
641,Đồng Nai,"Long Khánh, Đồng Nai",147.0,100m² - 150m²,13600000.0,3.0,1.0,2000000000.0,1 tỷ - 5 tỷ,2
642,Bình Dương,"Thủ Dầu Một, Bình Dương",240.0,150m² - 250m²,17500000.0,3.0,3.0,4200000000.0,1 tỷ - 5 tỷ,0
643,Bình Dương,"Thủ Dầu Một, Bình Dương",80.0,50m² - 100m²,193750000.0,4.0,4.0,15500000000.0,10 tỷ - 20 tỷ,0
644,Bình Dương,"Thủ Dầu Một, Bình Dương",100.0,50m² - 100m²,60000000.0,4.0,4.0,6000000000.0,5 tỷ - 10 tỷ,0
